Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Funding Details,Document Type,Publication Stage,Access Type,Source,EID
"Torrence R.","","Production and Exchange of Stone Tools",1986,"Prehistoric Obsidian in the Aegean",,,,"","",,17,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84887444271
"Keslin R.O.","","Archaeological implications on the role of salt as an element of cultural diffusion",1964,"Missouri Archaeologist","26",,,"1","181",,17,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-0346182522
"Flad R.K.","","Specialized salt production and changing social structural at the prehistoric site of Zhongba in the Eastern Sichuan Basin, hina",2004,"Specialized Salt Production and Changing Social Structure at the site of Zhongba in the Eastern Sichuan Basin, China",,,,"","",,16,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-44449128581
"McWilliams R., Iberville P., McWilliams T.S.","56128642200;56128892400;57052668100;","Iberville's gulf journals",2010,"Iberville's Gulf Journals",,,,"1","195",,15,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899317806&partnerID=40&md5=8bdc81e4032424b1c6e845a9d3f54a12","Europe's expansion into the New World during the 16th, 17th, and 18th centuries was a story of power alignment and cultural transmission as well as dramatic individual effort. Spain had her conquistadores, France her coureurs de bois, and England her sea dogs. Isolated from the authority of home governments, tempted by the abundance of gold, fur, and fish in the New World, these adventurers so vital to national policies of expansion developed their own personal creeds of conquest and colonization. Their individual exploits not only represent a humanistic theme essential in Europe's movement westward but heighten the analyses of cultural institutions of the era. It is within such a multidisciplinary light that one can experience the Gulf Coast adventures of Pierre LeMoyne d'Iberville. © 2010 by The University of Alabama Press All rights reserved.",,,,Book,"Final",,Scopus,2-s2.0-84899317806
"Early A.M.","","Caddoan Saltmakers in the Ouachita Valley: The Hardman Site",1993,"Caddoan Saltmakers in the Ouachita Valley: The Hardman Site",,,,"","",,15,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-1542709770
"Nenquin J.","","Salt. A study in Economic Prehistory.",1961,"Salt: A Study in Economic Prehistory",,,,"","",,14,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-79953629753
"Schambach F.F., Miller J.E.","","A Description and Analysis of the Ceramics",1984,"Cedar Grove: An Interdisciplinary Investigation of a Late Caddo Farmstead in the Red River Valley","23",,,"109","170",,11,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-1542604795
"Weinstein R.A., Dumas A.A.","24330189400;26032001100;","The spread of shell-tempered ceramics along the northern coast of the Gulf of Mexico",2008,"Southeastern Archaeology","27","2",,"202","221",,10,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-60849120116&partnerID=40&md5=ab7b9976b4d02e0baea8b870e578afd6","Shell-tempered ceramics appeared at different times in various places along the northern coast of the Gulf of Mexico. In some instances, these wares completely replaced local non-shell-tempered wares, while in other instances shell-tempered ceramics formed only a small addition to the non-shell-tempered, local ceramic assemblage. This paper examines the chronological spread and geographical distribution of such shell-tempered wares, the possible causes for their emergence and adoption, and their potential points of origin.",,"archaeology; ceramics; chronology; geographical distribution; hiatus; shell; Atlantic Ocean; Gulf of Mexico",,Article,"Final",,Scopus,2-s2.0-60849120116
"Brown I.W.","","Salt Manufacture and Trade from the Perspective of Avery Island, Louisiana",1999,"Midcontinental Journal of Archaeology","24","2",,"113","151",,9,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-60849109624
"Gouletquer P.L.","","Niger, country of salt",1975,"Salt: The Study of an Ancient Industry",,,,"47","51",,9,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84896377239
"Beckman J.D., Williamson A.K.","","Salt dome locations in the Gulf Coastal Plain, south-central United States",1990,"U.S. Geological Survey Water-Resources Investigations Report 90-4060",,,,"","",,8,,,[No abstract available],,,,,,,Scopus,2-s2.0-0009726388
"Dumas A.A.","",[No title available],2007,"The Role of Salt in the Late Woodland to Early Mississippi Transition in Southwest Alabama",,,,"556","",,7,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-60849100036
"Dauphinée J.A.","","Sodium chloride in physiology, nutrition, and medicine",1960,"Sodium Chloride: The Production and Properties of Salt and Brine",,,,"382","453",,7,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-0013461127
"Perttula T.K., Trubitt M.B., Girard J.S.","6508386711;15052432500;7403150684;","The use of shell-tempered pottery in the caddo area of the southeastern united states",2011,"Southeastern Archaeology","30","2",,"242","267",,6,"10.1179/sea.2011.30.2.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857571592&doi=10.1179%2fsea.2011.30.2.004&partnerID=40&md5=e5e5a0cf9b920a43ba8f64c1fd67fa48","Freshwater mussel shell was used as a temper in the manufacture of ceramic vessels by potters in the Caddo area of the southeastern United States after ca. A.D. 1300. This was at least one or two centuries after it became the dominant temper used by aboriginal groups in much of the Eastern Woodlands but generally contemporaneous with shelltempered usage in parts of the Southern Plains. The introduction of shell temper was variable across the Caddo area, and in certain regions its use was negligible in ceramic vessel assemblages until the sixteenth and seventeenth centuries but then was rapidly adopted as the dominant temper employed in vessel manufacture, particularly for utility wares. In the traditional territory of the historic Hasinai Caddo in East Texas, shell temper did not appear in vessels until the early eighteenth century, and then only in minor amounts on presumed trade vessels.",,"ceramics; cultural tradition; eighteenth century; historical perspective; indigenous population; manufacturing; material culture; seventeenth century; shell; trade; vessel; Texas; United States",,Review,"Final",,Scopus,2-s2.0-84857571592
"Brown I.W.","","The Archaeology of Salt Springs in the Eastern Woodlands of the United States",2010,"Salt Archaeology in China","2",,,"375","409",,6,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-85016439465
"Wentowski G.J.","",[No title available],1970,"Salt As An Ecological Factor in the Prehistory of the Southeastern United States",,,,"","",,6,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84899329468
"Webb C.H.","","A Second Historic Caddo Site at Natchitoches, Louisiana",1945,"Bulletin of the Texas Archeological and Paleontological Society","16",,,"52","83",,5,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-1542395213
"Kelley D.B.","57212805237;","The Belcher phase: Sixteenth and seventeenth-century Caddo occupation of the red river valley in Northwest Louisiana and Southwest Arkansas",2012,"The Archaeology of the Caddo",,,,"411","430",,4,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899857583&partnerID=40&md5=86f429a127571f57ba033816093dc6b4",[No abstract available],,,,Book Chapter,"Final",,Scopus,2-s2.0-84899857583
"Kenmotsu N.A.","",[No title available],2005,"Investigations at the Salt Well Slough, 41RR204, A Salt-Making Site in Red River County",,,,"","",,4,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84984993068
"Early A.M.","","Hardman and caddoan saltmaking",1993,"Caddoan Saltmakers in The Ouachita Valley: The Hardman Site",,,,"223","234",,4,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84906693149
"Spooner W.C.","","Interior salt domes of Louisiana",1926,"AAPG Bull.","10","1",,"217","292",,4,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-8344251230
"De Brisay K.","","The Red Hills of Essex",2019,"Salt: the Study of an Ancient Industry; Report on the Salt Weekend Held at the University of Essex, Essex",,,,"5","11",,3,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-85030448037
"Laforge T.B.","","Specialization in Small-Scale Societies: The Organization of Pottery Production at Kolomoki (9ER1), Early County, Georgia",2012,"Specialization in Small-Scale Societies: The Organization of Pottery Production at Kolomoki (9ER1), Early County, Georgia",,,,"","",,2,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84906693148
"Kenmotsu Nancy A.","","Salt well slough",2001,"Bulletin of the Texas Archeological Society","72",,,"213","222",,2,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-79959975484
"Morimoto T., Nose H., Sugimoto E., Yawata T., Okuno T.","","Role of sodium chloride in rehydration from thermal dehydration",1993,"Seventh Symposium on Salt","2",,,"389","393",,2,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84984963425
"McCrocklin C.","","Potter's pond, 16WE76, a Caddo Salt and pottery making site",1985,"Field Notes (Newsletter of the Arkansas Archaeological Society)","210",,,"3","5",,2,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-85039606221
"Reader F.W.","","Report of the red hills exploration committee, 19067",1908,"Proceedings of the Society of Antiquaries of London, 2nd Ser.","22",,,"164","214",,2,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84906671413
[No author name available],[No author id available],[No title available],2013,"Report of the 2012 Passport in Time Project at Drake's Sal Works (16Wn30 & 16Nall)",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84906710084
"Eubanks P.N., Smith E.C.","",[No title available],2012,"Report of the 2011 Passport in Time Project at Drake's Sal Works (16WN30)",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84906710086
[No author name available],[No author id available],"Phase I. Survey and testing of the proposed location of the Drake's Salt Works (16WN30) museum",2012,"Gulf Coast Survey Alabama Museum of Natural History",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84906660291
"Eubanks P.N.","",[No title available],2011,"Summary of the Red River Saline Project, 2011 Submitted to the Gulf Coast Survey",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84906660290
[No author name available],[No author id available],"Mississippian salt production at the stimpson site (lCk29)",2011,"68th Annual Meeting of the Southeastern Archaeological Conference",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-85039630028
"Eubanks P.N., Brown I.W.","","Mississippian salt production at the stimpson site (lCk29)",2011,"68th Annual Meeting of the Southeastern Archaeological Conference",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-85039613106
"Girard J.S.","","Sites at Lake Bistineau",2006,"Regional Archaeology Progran Management Unit 1, Seventh Annual Report",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84906676590
"Mayer J.L.","",[No title available],2000,"Drake's Salt Dome: A Historical and Cultural Resource Management Survey",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84906687072
"Brain J.P.","","On the tunica trail",1997,"Anthropological Study No. 1",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84906676591
"Ishmael Jr. W.G.","","Project history and procedures",1993,"Caddoan Saltmakers in the Ouachita Valley: The Hardman Site",,,,"29","36",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84906660284
"Adshead S.A.","","Primitivity",1992,"Salt and Civilization",,,,"3","26",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84906686277
"Miller John III E.","","Archaeological survey and testing of the proposed saline bayou bridge and approaches",1986,"Environmental Division",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84906660289
"Davis H.A.","","More and more sherds than dirt",1986,"Field Notes (Newsletter of the Arkansas Archeological Society)","211",,,"9","14",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-85039628176
[No author name available],[No author id available],"As advertisedmore sherds than dirt",1985,"Field Notes (Newsletter of the Arkansas Archeological Society)","206",,,"2","8",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84906710087
"Gregory H.F., Eschenfelder D.T., Eschenfelder C.B., McCorkle J., Stokes G.A., Bernstein N., Blaine J.C.","",[No title available],1984,"A Civil War Survey: Natchitoches Parish and Environs",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84906660293
"Webb C.H., Gregory H.F.","","The Caddo Indians of Louisiana",1978,"Anthropological Study No. 2",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84906710081
"Janice C.L., Holmes B.E., Thomas Jr. P.M.","",[No title available],1978,"Prehistory and Historic Settlement in the Cane River Basin",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84906676592
"Walker W.","","A Caddo Burial Site in Natchitoches, Louisiana",1935,"Miscellaneous Collections","94","14",,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84906689788
"Smith R.A.","","The Essex Red Hills as salt-works",1918,"Proceedings of the Society of Antiquaries of London, 2nd Ser.","30",,,"36","53",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-85039609952
"Flinders P.W.","","Suggested origin of the Red Hills",1910,"Proceedings of the Society of Antiquaries of London, 2nd Ser.","23",,,"66","96",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-85039615303
[No author name available],[No author id available],"Notes on the briquetage found in 1908-9",1910,"Proceedings of the Society of Antiquaries of London, 2nd Ser.","23",,,"66","96",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-85039611299
[No author name available],[No author id available],"Report of the red hills exploration committee, 1908-9",1910,"Proceedings of the Society of Antiquaries of London, 2nd Ser.","23",,,"66","96",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-85039605940
"Reader F.W.","","Additional remarks on the pottery and briquetage Found in the Red Hills of Essex, and similar objects from other localities",1908,"Proceedings of the Society of Antiquaries of London, 2nd Ser.","22",,,"190","207",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-85039619506
[No author name available],[No author id available],"The salines of North Louisiana",1902,"A Report on the Geology of Louisiana",,,,"47","100",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84906660285
"Veatch A.C.","","The five Islands",1899,"A Preliminary Report on the Geology of Louisiana",,,,"209","263",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84906693144
"Hubert J.","","Réponses du Sieur Hubert aux Observations du Sieur Cadot",1717,"Imp. De Gissey",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-85039619529
