Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Funding Details,Document Type,Publication Stage,Access Type,Source,EID
"Brown I.W., Brose D.S., Drooker P.B., Scarry C.M., Morgan D.W.","56111181500;56111331200;37060655700;8638455600;56110809700;","Bottle Creek: A Pensacola culture site in South Alabama",2003,"Bottle Creek: A Pensacola Culture Site in South Alabama",,,,"1","277",,25,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898144539&partnerID=40&md5=76ebda3ffb33f5e53babfbef6c05fec1","This is the first comprehensive study and analysis of the most important Mississippian mound site on the north-central Gulf coast. Consisting of 18 earthen mounds and numerous additional habitation areas dating to A.D. 1250-1550, the Bottle Creek site was first professionally investigated in 1932 when David L. DeJarnette of the Alabama Museum of Natural History began work there to determine if the site had a cultural relationship with Moundville, connected to the north by a river system. Although partially mapped in the 1880s, Bottle Creek's location in the vast Mobile-Tensaw Delta of Baldwin County completely surrounded by swamp made it inaccessible and protected it from most of the plunder experienced by similar sites in the Southeast. This volume builds on earlier investigations to present extensive recent data from major excavations conducted from 1991 to 1994 and supported in part by an NEH grant. Ten anthropologists examine various aspects of the site, including mound architecture, prehistoric diet, pottery classification, vessel forms, textiles used to make pottery impressions, a microlithic stone tool industry, water travel, the persistence of mound use into historic times, and the position of Bottle Creek in the protohistoric world. The site is concluded to be the best remaining example of Pensacola culture, an archaeological variant of the widespread Mississippian tradition identified by a shell-tempered pottery complex and by its geographic association with the north-central coast of the Gulf of Mexico. Occupied for three centuries by a thriving native culture, Bottle Creek is an important remnant of North American peoples and as such is designated a National Historic Landmark. This published compilation of the research data should establish a base for future scholarly investigation and interpretation. Ian W. Brown is Professor of Anthropology at The University of Alabama and Curator of Gulf Coast Archaeology at the Alabama Museum of Natural History. He has numerous publications, including Decorated Pottery of the Lower Mississippi Valley: A Sorting Manual. David S. Brose is Director of the Schiele Museum of Natural History in North Carolina and coeditor of The Northwest Florida Expeditions of Clarence Bloomfield Moore and Societies in Eclipse. © 2003 by The University of Alabama Press. All rights reserved.",,,,Book,"Final",,Scopus,2-s2.0-84898144539
"Gabet E.J., Perron J.T., Johnson D.L.","6603903493;7004794838;7406820993;","Biotic origin for Mima mounds supported by numerical modeling",2014,"Geomorphology","206",,,"58","66",,24,"10.1016/j.geomorph.2013.09.018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894959537&doi=10.1016%2fj.geomorph.2013.09.018&partnerID=40&md5=cee2e5baff022bcbe903f397d51bd57f","Mima mounds are ~. 1-m-high hillocks found on every continent except Antarctica. Despite often numbering in the millions within a single field, their origin has been a mystery, with proposed explanations ranging from glacial processes to seismic shaking. One hypothesis proposes that mounds in North America are built by burrowing mammals to provide refuge from seasonally saturated soils. We test this hypothesis with a numerical model, parameterized with measurements of soil transport by gophers from a California mound field, that couples animal behavior with geomorphic processes. The model successfully simulates the development of the mounds as well as key details such as the creation of vernal pools, small intermound basins that provide habitat for endemic species. Furthermore, we demonstrate that the spatial structure of the modeled mound fields is similar to actual mound fields and provides an example of self-organized topographic features. We conclude that, scaled by body mass, Mima mounds are the largest structures built by nonhuman mammals and may provide a rare example of an evolutionary coupling between landforms and the organisms that create them. © 2013 Elsevier B.V.","Bioturbation; Emergent features; Gophers; Self-organized",,,Article,"Final",,Scopus,2-s2.0-84894959537
"Schambach F.F.","","Mounds, Embankments, and Ceremonialism in the Trans-Mississippi South",1996,"Mounds, Embankments, and Ceremonialism in the Midsouth","46",,,"36","43",,22,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-69549099380
"Kay M., Sabo III G.","14043758800;15052255900;","Mortuary ritual and winter solstice imagery of the harlan-style charnel house",2006,"Southeastern Archaeology","25","1",,"29","47",,20,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750598922&partnerID=40&md5=0199f451db96db27175c1e08b4f45c99","A fundamental metaphor of Southeastern Indian belief was expressed by the structural relationship death:winter. Archaeological data and documentary accounts illuminate this relationship and demonstrate a widespread cognitive lore about the marking of the seasons by use of the sun and possibly other celestial bodies. The apparent timing of pre-contact mortuary ceremonialism with the winter solstice sunset consistent with Caddoan winter death imagery reflects a local manifestation of the North American Orpheus myth.",,"archaeology; cultural history; cultural tradition; documentary source",,Article,"Final",,Scopus,2-s2.0-33750598922
"Harrington M.R.","","Certain Caddo sites in Arkansas",1920,"Certain Caddo Sites in Arkansas",,,,"","",,16,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-31344443035
"Webb C.H., McKinney R.R.","","Mounds plantation (16cd12), caddo parish, louisiana",1975,"Louisiana Archaeology","2",,,"39","127",,15,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-4344562459
"Perttula T.K., Walker C.P., Clay Schultz T.","6508386711;24544904300;24544518600;","A revolution in Caddo archaeology: The remote sensing and archaeological view from the hill farm site (41BW169) in Bowie County, Texas",2008,"Southeastern Archaeology","27","1",,"93","107",,13,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-49349096942&partnerID=40&md5=84ec3dc57de5f1f45d4d94904b847fae","The use of remote sensing technologies on prehistoric and early historic Caddo sites is allowing for new and unprecedented views of the spatial structure and internal organization of Caddo villages and mound centers. Recent remote sensing work at the Hill Farm site (41BW169) on the Red River in northeast Texas, along with available archaeological information from the shallowly buried site, has led to an unusually detailed view of the archaeological character of ca. A.D. 1600-1700 Nasoni Caddo village compounds that can be linked with the 1691 Teran map. Remote sensing has considerable potential to lead to long-term collaborative archaeogeophysical and archaeological projects to understand Caddo community-scale organization and landscapes.",,"archaeological evidence; archaeology; documentary source; mapping; remote sensing; North America; Red River [United States]; United States",,Article,"Final",,Scopus,2-s2.0-49349096942
"Perttula T.K.","6508386711;","1938-1939 WPA excavations at the Hatchel site (41BW3) on the Red River in Bowie county, Texas",2005,"Southeastern Archaeology","24","2",,"180","198",,13,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-31344443567&partnerID=40&md5=85a59fffcc3a5125aa0dc9ec61fb7b5c","The 1938-39 excavations in the village areas at the Hatchel site (41BW3) along the Red River in northeastern Texas have not been previously published or the findings made widely available to the archaeological community. This work exposed large blocks in Late Caddoan period, Texarkana phase (ca. A.D. 1400-1700) archaeological deposits in the Nasoni Caddo village. There were hundreds of post holes, structures, midden deposits, and burials in these village areas that appear to be part of individual Caddo farm compounds.",,"archaeological evidence; farming system; Bowie County; North America; Texas; United States",,Article,"Final",,Scopus,2-s2.0-31344443567
"Story D.A.","","The George C. Davis Site: Glimpses into Early Caddoan Symbolism and Ideology",1998,"The Native History of the Caddo: Their Place in Southeastern Archeology and Ethnohistory",,,,"9","43",,12,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-31344477510
"Kay M., Sabo III G., Merletti R.","","Late Prehistoric Settlement Patterning: A View from Three Caddoan Civic-Ceremonial Centers in Northwest Arkansas",1989,"Contributions to Spiro Archaeology: Mound Excavations and Regional Perspectives",,,,"129","157",,12,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-33746158735
"Mckinnon D.P.","35768195300;","Exploring settlement patterning at a premier Caddo mound site in the Red River Great Bend region",2009,"Southeastern Archaeology","28","2",,"248","258",,11,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77649309555&partnerID=40&md5=71c03708b2dec40a107de81f906e38b3","Archaeogeophysical methods are increasingly being utilized as a non-invasive, preservation-oriented, and economically feasible way to pursue the large-scale exploration of settlement patterning at mound sites throughout the Caddo archaeological area. Using these methods, a large-scale magnetic gradiometry survey at the Battle Mound site (3LA1), a premier Middle and Late Caddo mound site located in the Red River Great Bend region, produced an informative archaeogeophysical data set of numerous anomalies that can be attributed to both archaeological and geological sources. Findings include convincing evidence for burned rectangular and circular structures, a possible community cemetery, a farmstead with a compound fence, the extent of an historic occupation, and natural phenomena that include lighting strikes and palaeochannels of the Red River. The magnetic gradiometry survey not only has demonstrated the usefulness of archaeogeophysics as a primary data set in archaeological interpretation but also has provided a unique data set regarding the cultural and natural history at the Battle Mound site.",,"archaeology; cultural history; Holocene; settlement pattern; Red River [United States]; United States",,Article,"Final",,Scopus,2-s2.0-77649309555
"Perino G.","","The Dan Holdeman Site (41RR11), Red River County, Texas",1995,"Journal of Northeast Texas Archaeology","6",,,"3","65",,11,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-8344239421
"Trubitt M.B.","15052432500;","Burning and burying buildings: Exploring variation in Caddo architecture in southwest Arkansas",2009,"Southeastern Archaeology","28","2",,"233","247",,10,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77649329263&partnerID=40&md5=dc1ddbf10e6d73f524f9252c08cd5d3b","Archaeological projects at the Caddo Valley (3CL593) and Hughes (3SA11) sites near the Caddo and Saline rivers in southwest Arkansas uncovered burned structures buried within and adjacent to mounds. The architecture at these two sites is compared with other excavated examples dating to the A.D. 1100s through early 1600s in the Middle Ouachita River, Little Missouri River, and Ouachita Mountains regions. The termination of important buildings through burning and intentional burying is contrasted with the abandonment of ordinary structures, and the meaning of the architectural variation is explored in terms of Caddo ritual and belief systems.",,"archaeology; architectural design; building; cultural history; Holocene; Arkansas; United States",,Article,"Final",,Scopus,2-s2.0-77649329263
"Lacquement C.","",[No title available],2009,"Landscape Modification at Moundville: An Energetics Assessment of A Mississippian Polity Unpublished Dissertation",,,,"","",,9,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84857586816
"Williams, Ishmael Jr. G.","","Features and Dating",1993,"Research Series","43",,,"37","48",,8,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-31344475294
"Hammerstedt S.W., Regnier A.L., Livingood P.C.","14043587100;15052322400;25926542400;","Geophysical and archaeological investigations at the clement site, A Caddo Mound complex in Southeastern Oklahoma",2010,"Southeastern Archaeology","29","2",,"279","291",,7,"10.1179/sea.2010.29.2.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951886905&doi=10.1179%2fsea.2010.29.2.005&partnerID=40&md5=d661742b47b9bd9f7f4843d866082cc9","Since the 1960s, few professional archaeological excavations have been conducted at Caddo sites in southeastern Oklahoma. This article summarizes the initial phase of a research program designed to increase our knowledge of this area. Geophysical and archaeological investigations at the Clement site (34Mc8) were conducted during the summer of 2008 by the University of Oklahoma. These revealed deep middens, intact mound stratigraphy, and architecture, and suggest that Clement had multiple Caddo occupations spanning approximately 300 years.",,"archaeological evidence; geophysical survey; stratigraphy; Oklahoma [United States]; United States",,Article,"Final",,Scopus,2-s2.0-79951886905
"McKinnon D.P.","",[No title available],2008,"An Archaeogeophysical Analysis of Central Caddo Settlement Patterning at Battle Mound (3LA1)",,,,"","",,7,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-69549142061
"Bruseth J.E.","","The Development of Caddoan Polities along the Middle Red River Valley of Eastern Texas and Oklahoma",1998,"Texas Archeological Research Laboratory, Studies in Archeology","30",,,"47","68",,7,,,[No abstract available],,,,,,,Scopus,2-s2.0-8344256303
"Walters M., Haskins P.","","Archaeological Investigations at the Redwine Site (41SM193), Smith County, Texas",1998,"Journal of Northeast Texas Archaeology","11",,,"1","38",,7,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-69549145998
"Perttula T.K., Trubitt M.B., Girard J.S.","6508386711;15052432500;7403150684;","The use of shell-tempered pottery in the caddo area of the southeastern united states",2011,"Southeastern Archaeology","30","2",,"242","267",,6,"10.1179/sea.2011.30.2.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857571592&doi=10.1179%2fsea.2011.30.2.004&partnerID=40&md5=e5e5a0cf9b920a43ba8f64c1fd67fa48","Freshwater mussel shell was used as a temper in the manufacture of ceramic vessels by potters in the Caddo area of the southeastern United States after ca. A.D. 1300. This was at least one or two centuries after it became the dominant temper used by aboriginal groups in much of the Eastern Woodlands but generally contemporaneous with shelltempered usage in parts of the Southern Plains. The introduction of shell temper was variable across the Caddo area, and in certain regions its use was negligible in ceramic vessel assemblages until the sixteenth and seventeenth centuries but then was rapidly adopted as the dominant temper employed in vessel manufacture, particularly for utility wares. In the traditional territory of the historic Hasinai Caddo in East Texas, shell temper did not appear in vessels until the early eighteenth century, and then only in minor amounts on presumed trade vessels.",,"ceramics; cultural tradition; eighteenth century; historical perspective; indigenous population; manufacturing; material culture; seventeenth century; shell; trade; vessel; Texas; United States",,Review,"Final",,Scopus,2-s2.0-84857571592
"Lockhart J.J.","37021526900;","Tom Jones (3HE40): Geophysical survey and spatial organization at a Caddo mound site in Southwest Arkansas",2010,"Southeastern Archaeology","29","2",,"236","249",,6,"10.1179/sea.2010.29.2.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951936009&doi=10.1179%2fsea.2010.29.2.002&partnerID=40&md5=cf987ad54cc8e5f4be8f0c90472ca055","This article outlines a process that has facilitated discoveries of intrasite pattern, architecture, and diagnostic artifacts at the prehistoric Caddo mound site Tom Jones (3HE40) in southwestern Arkansas. A methodology of multisensor geophysical survey using electrical resistance, electromagnetic conductivity, gradiometry, magnetic susceptibility, high accuracy survey and mapping, and data georeferencing enabled by geographic information system technology lias proven to be an efficient, effective, and essential component of an overall research plan. In addition to providing insights regarding the intrasite organization of an upland Caddo ceremonial mound center, this technologically integrated approach has established that Saratoga chalk geology and Blackland Prairie clays combine to form an advantageous medium for geophysical discovery. Pre-Caddoan Cultures in the Trans-Mississippi South: A Beginning Sequence. Research Series. Source Material on the History and Ethnology of the Caddo Indians. Bureau of American Ethnology, Bulletin.",,"archaeology; artifact; geographical research; geological mapping; geophysical survey; GIS; prehistoric; upland region; Arkansas; United States",,Article,"Final",,Scopus,2-s2.0-79951936009
"McKinnon D.P.","35768195300;","Continuing the research: Archaeogeophysical investigations at the Battle Mound Site (3LA1) in Lafayette County, Arkansas",2010,"Southeastern Archaeology","29","2",,"250","260",,6,"10.1179/sea.2010.29.2.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951918108&doi=10.1179%2fsea.2010.29.2.003&partnerID=40&md5=0174c82d4e28d965c0fd075638ced175","The continuing use of archaeogeophysical methods at the Battle Mound site (3LA1) exemplifies the power of geophysics as a non-invasive, preservation-oriented, and economically feasible way to pursue the exploration of settlement patterning at the Middle and Late Caddo (ca. A.D. 1200-1680) mound site. Using these methods, a 1-ha (2.47 acres) area directly east of the large mound ivas surveyed using magnetic gradiometry and concatenated to the existing survey area. Results from the 1-ha survey provide further elucidation of the spatial structure and internal organization of the Caddo Indian occupation at the Battle Mound site.",,"archaeology; geographical research; geophysical method; settlement pattern; Arkansas; Lafayette County [Arkansas]; United States",,Article,"Final",,Scopus,2-s2.0-79951918108
"Walters M., Haskins P.","","The Bryan Hardy Site (41SM55), Smith County, Texas",2000,"Journal of Northeast Texas Archaeology","12",,,"1","26",,6,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-33847710009
"Jelks E.B., Tunnell C.D.","","The Harroun Site, A Fulton Aspect Component of the Caddoan Area, Upshur County, Texas",1959,"Archaeology Series",,,,"","",,6,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84899330052
"Perttula T.K.","","The Archeology of the Roitsch Site (41RR16), an Early to Historic Caddo Period Village on the Red River in Northeast Texas",2008,"Collected Papers from Past Texas Archeological Society Summer Field Schools",,,,"313","628",,5,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-79959918281
"Vogel G., Kay M., Vogele Jr. L.","14044365100;14043758800;14044225700;","A platform mound at the Norman Site (34WG2) eastern Oklahoma",2005,"Southeastern Archaeology","24","1",,"28","45",,5,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746145935&partnerID=40&md5=d9603f7f1729e4a5ec578a65d5f4965e","The Norman Site (34WG2) is a late prehistoric civic ceremonial center in eastern Oklahoma, currently inundated by the Grand Lake Reservoir. The only remaining mound at the site is a platform mound, suffering severe erosion from wave action. Recent investigations of the mound's wave-cut profile recovered no artifacts but revealed a complex internal stratigraphy of cyclical filling, pitting, and capping episodes. Burning, building construction, and loading of highly contrasting matrix are also evident. The mound stratigraphy mirrors at least some aspects of the structure of Caddo ritualism. A method of gridded digital photography allowed for detailed recording of a 200 m2 profile in under a week, even with a small crew.",,"archaeological evidence; artifact; erosion; prehistoric; North America; Oklahoma [United States]; United States",,Article,"Final",,Scopus,2-s2.0-33746145935
"Perttula T.K., Bruseth J.E., Kenmotsu N.A., Martin W.A.","","Archeological testing at the Cabe mounds (41BW14), bowie county, Texas",1995,"Cultural Resource Management Report No.8. Texas Historical Commission",,,,"","",,5,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84898494987
"Purrington B.L.","","The Prehistory of Delaware County, Oklahoma: Cultural Continuity and Change on the Western Ozark Periphery",1971,"The Prehistory of Delaware County, Oklahoma: Cultural Continuity and Change on the Western Ozark Periphery",,,,"","",,5,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-39549088579
"Schambach F.F.","","Some Highlights of the June 7-22, 2003 Fieldwork at the Grandview Prairie Wildlife Management Area",2003,"Field Notes: Newsletter of the Arkansas Archeological Society","315",,,"3","9",,4,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-79951886613
"Regnier A.L., Livingood P.C., Hammerstedt S.W.","15052322400;25926542400;14043587100;","The last of WPA archaeology in Oklahoma: The Clement and McDonald sites",2013,"Shovel Ready","9780817386252",,,"110","126",,3,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957733566&partnerID=40&md5=6c180e89710eff715b5507f641440212","By 1941, federally sponsored archaeology in Oklahoma had been ongoing for nearly eight years. As part of economic relief intended to mitigate the economic collapse of the early 1930s under the weight of the Dust Bowl droughts and the Great Depression, sites had been identified and tested in 12 counties. Beginning in 1933, the bulk of the archaeology had taken place at sites in the Arkansas River drainage system, culminating most notably in the cleanup of the regrettable looting and destruction of the Craig Mound at Spiro. As federal funds continued to be poured into work relief programs, field crews moved to nearby Mississippian mounds and villages and a series of Late Archaic and Woodland midden mounds along Fourche Maline Creek. In May 1941, University of Oklahoma archaeologist David Baerreis started operations in McCurtain County in the southeast corner of Oklahoma. For the next nine months, Baerreis directed excavations at two prehistoric Caddo sites along the Glover River, the mound center at Clement (34MC8-10) and what was presumed until recently to be the much smaller McDonald site (34MC11/12). The excavations came to a halt in early 1942 when the United States entered World War II and the Great Depression ended. Federal funds were shifted to the war effort, and workers, including Baerreis himself, were sent overseas (Rogers 1978). © 2013 by The University of Alabama Press. All rights reserved.",,,,Book Chapter,"Final",,Scopus,2-s2.0-84957733566
