Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Funding Details,Document Type,Publication Stage,Access Type,Source,EID
"Harris E.F., Sjøvold T.","","Calculation of Smith's mean measure of divergence for intergroup comparisons using nonmetric data",2004,"Dental Anthropology","17","3",,"83","93",,68,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-33746529075
"Stuart D.E., Gauthier R.P.","",[No title available],1981,"Prehistoric New Mexico: Background for Survey",,,,"","",,68,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-0011681515
"Perttula T.K.","",[No title available],1992,"The Caddo Nation: Archaeological and Ethnohistoric Perspectives",,,,"","",,61,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-0009923460
"Dean J.S.","","Demography, environment, and subsistence stress",1996,"Evolving Complexity and Environmental Risk in the Prehistoric Southwest","14",,,"25","56",,57,,,[No abstract available],,,,,,,Scopus,2-s2.0-0002450089
"Reinhard K.J.","","Patterns of diet, parasitism, and anemia in prehistoric west North America",1992,"Diet, Demography, and Disease: Changing Perspectives on Anemia",,,,"219","258",,55,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-0000175587
"Creel D., Anyon R.","26035656000;25221027700;","New interpretations of mimbres public architecture and space: Implications for cultural change",2003,"American Antiquity","68","1",,"67","92",,50,"10.2307/3557033","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450040436&doi=10.2307%2f3557033&partnerID=40&md5=a8183df89b71dedeba90a81f46eec6dd","Recent excavations and reanalysis of existing data on communal pit structures provide intriguing insights into ritual and cultural developments over a period of about 350 years, from A.D. 800 to 1140, in the Mimbres Valley of southwestern New Mexico. In the middle of this period, people shifted dwellings from pithouses to pueblos, a shift previously viewed as the pivotal transformation of Mimbres society. In this paper we show that significant changes in Mimbres society began in the A.D. 800s. Trends in the construction methods of communal pit structures, the placement of dedicatory items within them, their ritual retirements, and their long-lived significance within Mimbres villages, reflect other changes that occurred in Mimbres society. We contend that in the A.D. 8OOs, rapid change based on strong connections with the Hohokam of southern Arizona and agricultural intensification began a trajectory that culminated in the Classic Mimbres pueblos of the A.D. 1000s and early 1100s. © 2003 by the Society for American Archaeology.",,,,Article,"Final",,Scopus,2-s2.0-70450040436
"Swanton J.R.","","Source Material on the History and Ethnology of the Caddo Indians, Bureau of American Ethnology Bulletin",1942,"Source Material on the History and Ethnology of the Caddo Indians",,,,"","",,50,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-1542604798
"Scott G.R., Potter R.H.Y., Noss J.F., Dahlberg A.A., Dahlberg T.","7402930537;7202992913;6603210416;7102298501;7004388284;","The dental morphology of Pima Indians",1983,"American Journal of Physical Anthropology","61","1",,"13","31",,48,"10.1002/ajpa.1330610103","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020966532&doi=10.1002%2fajpa.1330610103&partnerID=40&md5=87589bc0b437689f30b67a9d0277452a","Fourteen morphologic crown traits were observed in a sample of 1528 Pima Indians of south‐central Arizona. Pima dentitions are characterized by high frequencies of shoveling, incisor winging, the hypocone, the lower canine distal accessory ridge, cusp 6, and the protostylid. They exhibit low frequencies of the metaconule and lower premolar multiple lingual cusps and moderate frequencies of the canine tubercle, Carabelli's trait, cusp 7, and lower second molars with four cusps and X groove patterns. When Pima crown trait frequencies were compared to those of 13 Southwest Indian samples, their closest affinities were to other Uto‐Aztecan groups, the Papago and Hopi. The Pima are most divergent from Athapaskans and are also clearly removed from Yuman speaking groups and the Zuni. In general, the pattern of dental morphologic variation in the Southwest corresponds closely to linguistic divisions. Copyright © 1983 Wiley‐Liss, Inc., A Wiley Company","Biological distance; Dental morphology; Pima Indians; Southwest Indians","dentition; ethnic group; ethnic or racial aspects; geographic distribution; heredity; human; human experiment; normal human; normal value; tooth; tooth malformation; Arizona; Demography; Dentition; Female; Humans; Indians, North American; Male; Sex Factors; Tooth",,Article,"Final",,Scopus,2-s2.0-0020966532
"Danielson D.R., Reinhard K.J.","8618477900;7006455158;","Human dental microwear caused by calcium oxalate phytoliths in prehistoric diet of the lower Pecos region, Texas",1998,"American Journal of Physical Anthropology","107","3",,"297","304",,47,"10.1002/(SICI)1096-8644(199811)107:3<297::AID-AJPA6>3.0.CO;2-M","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031788397&doi=10.1002%2f%28SICI%291096-8644%28199811%29107%3a3%3c297%3a%3aAID-AJPA6%3e3.0.CO%3b2-M&partnerID=40&md5=445228cb05f771f3cd96940bca1161e8","Recent research demonstrates that silica phytoliths of dietary origin are associated with microwear of human teeth. Previous research has shown that severe enamel microwear and dental wear characterizes Archaic hunter- gatherers in the lower Pecos region of west Texas. Calcium oxalate crystals are especially common in Archaic coprolites. The vast majority are derived from prickly pear and agave, which were the dietary staples in west Texas for 6,000 years. The calcium oxalate phytoliths are harder than enamel. Therefore, calcium oxalate crystals are the most likely source of previously documented dental microwear and wear in the lower Pecos region.","Dental wear; Phytolith; Texas","calcium oxalate; silicon dioxide; anthropology; article; chemical structure; dentition; diet; hardness; human; human tissue; paleopathology; quantitative diagnosis; tooth injury; united states; Calcium Oxalate; Diet; History, Ancient; Humans; Paleodontology; Texas; Tooth Erosion",,Article,"Final",,Scopus,2-s2.0-0031788397
"Neumann G.K.","","Archeology and race in the American Indian",1952,"Archeology of Eastern United States",,,,"13","34",,43,,,[No abstract available],,,,,,,Scopus,2-s2.0-0002872207
"Sciulli P.W.","6701423231;","Evolution of the dentition in prehistoric Ohio Valley native Americans: II. Morphology of the deciduous dentition",1998,"American Journal of Physical Anthropology","106","2",,"189","205",,36,"10.1002/(SICI)1096-8644(199806)106:2<189::AID-AJPA6>3.0.CO;2-L","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031805192&doi=10.1002%2f%28SICI%291096-8644%28199806%29106%3a2%3c189%3a%3aAID-AJPA6%3e3.0.CO%3b2-L&partnerID=40&md5=bddd84eec846f89cff9bd1979ca18bf5","In order to evaluate the microevolutionary dynamics of morphological features of the deciduous dentition, I collected data on the variation of 57 features (33 crown and 24 root) from prehistoric Ohio Valley populations. I sampled a total of 370 individuals from 26 populations representing a lineage that inhabited the middle and upper Ohio valley region from approximately 3000 to 350 BP. Evolutionary changes in the frequencies of morphological features of the deciduous teeth in this lineage were limited. Over 80% of the features show no significant differences among the populations. The relatively few features that show consistent differences separate pre- and postmaize agricultural populations. I discuss explanations for this change in terms of selection differences or gene flow. The general pattern of morphological trait expression in the deciduous teeth of this Ohio Valley lineage corresponds to what has been termed the Mongoloid dental complex (sinodonty in the permanent teeth). I suggest additional features that, with further study, may be added to this morphological complex.","Deciduous teeth; Morphology; Ohio Valley region","agriculture; anatomical variation; article; deciduous tooth; dentition; ethnic difference; evolution; female; human; major clinical study; male; morphology; tooth crown; tooth root; united states; Dentition, Primary; Evolution; History, Ancient; Humans; Indians, North American; Ohio; Paleodontology; Tooth",,Article,"Final",,Scopus,2-s2.0-0031805192
"Coppa A., Cucina A., Lucci M., Mancinelli D., Vargiu R.","7003606765;7004033279;6701694033;13105353900;6602529841;","Origins and spread of agriculture in Italy: A nonmetric dental analysis",2007,"American Journal of Physical Anthropology","133","3",,"918","930",,34,"10.1002/ajpa.20620","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250338522&doi=10.1002%2fajpa.20620&partnerID=40&md5=202da1b6b25c00294ac34da9b07e3ece","Dental morphological traits were employed in this study as direct indicators of biological affinities among the populations that inhabited the Italian peninsula from the Upper Paleolithic-Mesolithic to Medieval times. Our analysis aims at contributing to the ongoing debate regarding the origin and spread of agriculture in the peninsula by contrasting the dental evidence of archaeological and modern molecular samples. It is not possible to generalize given the complex and dynamic nature of these populations. However, the results from the principal component analysis, maximum likelihood, mean measure of divergence, and multidimensional scaling do indicate a net separation of the Paleo-Mesolithic sample from the other groups that is not related to dental reduction. This suggests that the shift in dental morphology was the product of Neolithic populations migrating into the peninsula from other areas. Nonetheless, the Paleo-Mesolithic populations share several discriminative traits with the Neolithic group. The biological relevance of such evidence suggests that, to some minor extent, the spread of agriculture did not occur by total population replacement. Because of regional small sample sizes, this hypothesis cannot be tested on a micro-regional scale. It is, however, feasible to depict a scenario where processes of genetic mixture or replacement probably took place at different rates on a macro-regional level. © 2007 Wiley-Liss, Inc.","Biological affinities; Dental morphology; Italy; Neolithic; Paleo-Mesolithic","agriculture; article; geographic distribution; human; Italy; maximum likelihood method; morphology; paleoanthropology; population dynamics; population research; principal component analysis; tooth; Agriculture; Evolution; Fossils; Geography; History, Ancient; History, Medieval; Humans; Italy; Tooth",,Article,"Final",,Scopus,2-s2.0-34250338522
"Hartnady P., Rose J.C.","","Abnormal tooth loss patterns among archaic period inhabitants of the lower pecos region, Texas",1991,"Advances in Dental Anthropology",,,,"267","278",,29,,,[No abstract available],,,,,,,Scopus,2-s2.0-0040506871
"Goldstein M.S.","35506139300;","Dentition of Indian crania from Texas",1948,"American Journal of Physical Anthropology","6","1",,"63","84",,28,"10.1002/ajpa.1330060111","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040103342&doi=10.1002%2fajpa.1330060111&partnerID=40&md5=ac1c4e13be8597b232369e789839cfd1",[No abstract available],,"American Indian; tooth; Indians, North American; Tooth",,Article,"Final",,Scopus,2-s2.0-0040103342
"Prewitt E.R.","","Cultural Chronology in Central Texas",1981,"Bulletin of the Texas Archeological Society","52",,,"65","89",,27,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-0346994958
"Bousman C.B., Baker B.W., Kerr A.C.","6507455571;7401449334;7201359008;","Paleoindian archeology in Texas",2004,"Prehistory of Texas",,,,"15","97",,24,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873650012&partnerID=40&md5=5e1631a1fcdfd61cfce631eef9cf2431","Good, dependable[,] definite evidence of human artifacts in the Pleistocene in America has at last been found. Many geologists and investigators have been expecting such evidence to be turned up. . . . In the present instance, fortunately, the evidence is so dependable that no reasonable doubt can exist that the artifacts and fossil animals found are contemporaneous, and that the animals and artifacts are in original, undisturbed Pleistocene deposits. . . . The location of these finds is a point near the Colorado River, near the southeastern end of the Staked Plains, and near the little town of Colorado, Texas, on Lone Wolf Creek. (Cook 1925, 459-60). Copyright © 2004 by Timothy K. Perttula. All rights reserved.",,,,Book Chapter,"Final",,Scopus,2-s2.0-84873650012
"Holliday V.T., Meltzer D.J.","6603768395;7004705181;","Geoarchaeology of the midland (Paleoindian) site, Texas",1996,"American Antiquity","61","4",,"755","771",,21,"10.2307/282016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000899489&doi=10.2307%2f282016&partnerID=40&md5=af5772008115e1209d4b40521956ebb0","In 1953 human remains and a new type of Paleoindian artifact were discovered eroding from a ""blowout"" in a small dune field along Monahans Draw, near Midland, Texas, on the Southern High Plains. The projectile points became the type ""Midland"" collection. Stratigraphy, radiometric dating, paleontology, and geochemistry suggested that the artifacts and bones dated to at least 10,000 B.P. and that the human remains were possibly as old as 20,000 B.P. The researchers believed that the human bones were from below a red sand that in turn was below a Folsom occupation. The dating of the human remains has long been problematic, however, and recent attempts to apply U-series dating further confuse the story. Geoarchaeological investigations were carried out at the site from 1989 to 1992 to reevahtate the geochronology, with particular reference to the age of the skeletal material. We reach several conclusions: (1) there are two Red Sands; (2) the human remains are from below the upper Red Sand, but the Folsom material is from above the lower Red Sand and, therefore, the Red Sand stratigraphy is not relevant to the age of the human remains; (3) the human remains were associated with the valley-margin facies of a lacustrine carbonate that is well dated in the region and rarely is > 10,000 B.P.; and (4) all numerical dating methods applied at the site produced unreliable results. We find no compelling evidence that the human remains from the Midland site are older than Folsom age; they may be contemporary with or younger than the Folsom occupation. Copyright © by the Society for American Archaeology.",,,,Article,"Final",,Scopus,2-s2.0-0000899489
"Powell J.F.","",[No title available],1995,"Dental Variation and Biological Affinity among Middle Holocene Human Populations in North America",,,,"","",,21,,,[No abstract available],,,,,,,Scopus,2-s2.0-0042142224
"Bement L.C.","",[No title available],1994,"Hunter-Gatherer Mortuary Practices During the Central Texas Archaic",,,,"","",,21,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-0009693870
"Collins M.B.","7404083672;","Archeology in central Texas",2004,"Prehistory of Texas",,,,"101","126",,19,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899325424&partnerID=40&md5=b9d2292e813f3ca734b6e47ca3c171ab","This chapter reviews the archeological record of Native Americans in the central Texas archeological region and considers selected aspects of the nature of the evidence and how archeologists have studied that evidence. Previous reviews have covered these same topics comprehensively (see D. Suhm 1960; D. Suhm et al. 1954) or selectively (e.g., Black 1989b; M. Collins 1995; Creel 1991a; G. Ellis 1994; M. Howard 1991; L. Johnson 1967; L. Johnson and Goode 1994; Lintz 1993; W. McKinney 1981; Prewitt 1981, 1985; Weir 1976). ""An Introductory Handbook of Texas Archeology"" by Suhm et al. (1954) established a formal structure of archeological inquiry for the entire state, and the diverse data gathered over the first half of the twentieth century were organized and synthesized. Copyright © 2004 by Timothy K. Perttula. All rights reserved.",,,,Book Chapter,"Final",,Scopus,2-s2.0-84899325424
"Skibo J.M., McCluney E.B., Walker W.H.","",[No title available],2002,"The Joyce Well Site: On the Frontier of the Casas Grandes World",,,,"","",,19,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-60950218388
"Rightmire G.P.","6701432879;","On the computation of Mahalanobis' generalized distance (D2)",1969,"American Journal of Physical Anthropology","30","1",,"157","160",,19,"10.1002/ajpa.1330300121","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981772926&doi=10.1002%2fajpa.1330300121&partnerID=40&md5=6d1f8b2f1dcda1119b98922e868ba74c","It is suggested that, while use of many statistical techniques is facilitated by electronic aids, a computer is not always a necessity. A simple guide to the calculation of Mahalanobis' D2 statistic, intended for those with limited mathematical background and no access to computing equipment, is presented in hopes that such a procedure will permit application of this statistic, by anthropologists, with a minimum of effort. Copyright © 1969 Wiley‐Liss, Inc., A Wiley Company",,,,Article,"Final",,Scopus,2-s2.0-84981772926
"LeBlanc S.A., Turner C.G., Morgan M.E.","7006985211;7402366899;36898427600;","Genetic relationships based on discrete dental traits: Basketmaker II and mimbres",2008,"International Journal of Osteoarchaeology","18","2",,"109","130",,18,"10.1002/oa.932","https://www.scopus.com/inward/record.uri?eid=2-s2.0-42149107579&doi=10.1002%2foa.932&partnerID=40&md5=a27441d9bdbaf83f691aa50303b9a622","Investigations of the relationships between culture and biology among prehistoric populations of the southwestern United States can enhance our reconstruction of social interactions. The present study analyses the permanent dentition of Basketmaker II and Mimbres individuals from multiple sites using the Arizona State University dental anthropology system, and compares them with a regional sample. Discrete dental trait analysis provides a useful means for assessing the degree of genetic relatedness between populations when large comparative samples are available. Both in situ cultural change and population replacement have been posited as the dominant mechanism acting on Basketmaker and early Puebloan groups. We examine the relationship of these populations to probable Uto-Aztecan speakers in light of the Uto-Aztecan farmer migration hypothesis. The Basketmaker II complex, traditionally recognised as a distinct cultural unit, exhibits considerable population heterogeneity. Western Basketmakers appear to share biological ties with Uto-Aztecan speakers, while Eastern Basketmakers do not, as predicted by the model. The relationship of the Mimbres to probable Uto-Aztecan speakers is less clear because the Mimbres show only weak affinities to northern Mexican populations. Copyright © 2007 John Wiley & Sons, Ltd.","Basketmaker; Biological affinity; Dental anthropology; Discrete dental traits; Mimbres",,,Article,"Final",,Scopus,2-s2.0-42149107579
"Johnson A.L., Hard R.J.","7410014650;7005673485;","Exploring Texas archaeology with a model of Intensification",2008,"Plains Anthropologist","53","205",,"137","153",,18,"10.1179/pan.2008.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-43749094772&doi=10.1179%2fpan.2008.009&partnerID=40&md5=1ac86273b030e623405d8f95f0ef34fc","A theoretically grounded model is used to map expectations for the locations of the earliest intensification across Texas. The absence of agriculture in much of prehistoric Texas versus the widespread adoption offarming in Mesoamerica is explored utilizing a theory of intensification recently proposed by Binford in Constructing Frames of Reference. Availability of either aquatic or high quality wild plant resources are expected to delay intensification on plants which might lead to agriculture. Hunter-gatherer population models suggest where intensification processes may occur early in prehistoric sequences. These models are compared with archaeological stable isotope and burned rock midden data from Texas which indicate hunter-gatherers on the Texas coastal plain made substantial use of aquatic resources and that burned rock middens likely reflect intensified use of wild plants. The temporal and spatial distribution of these strategies is consistent with the expectations of the models. This approach may have utility for exploring both the absence as well as the presence of agricultural adaptations through time; however, further research on resource distributions and archaeological indicators of intensification are needed.","Agriculture; Aquatic resources; Hunter-gatherer; Intensification; Texas archaeology",,,Article,"Final",,Scopus,2-s2.0-43749094772
"Turpin S.A.","14420625000;","The lower pecos river region of Texas and Northern Mexico",2004,"Prehistory of Texas",,,,"266","280",,17,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645537634&partnerID=40&md5=ba1a776f1124555c721a210b836f19aa","The cultural trajectory of Lower Pecos prehistory originates in stereotypic Paleoindian big game hunters who apparently entered the region some twelve thousand to fourteen thousand years ago. Based on the two known sites of this age, the economy was oriented toward the procurement of megafauna such as elephants, camels, horses, and bison, although the earliest kills were probably individuals or pairs of animals that were trapped and slain (Bement 1986). The later Folsom and Plainview hunters had apparently perfected the jump technique of bison hunting, suggesting organizational skills consistent with group procurement strategies that centered upon migratory herd animals (Dibble 1970). The extinction of the large game herds and the onset of a trend toward aridity triggered a transition to Archaic lifeways about ninety-four hundred years ago. The people apparently exploited a broader resource base, developing a reliance on plant products, both as food and as raw material for the burgeoning fiber industry, while retaining established lithic traditions. The transition culminated in a robust adaptation that gives the outward but perhaps misleading impression of great stability for a period of some four thousand years. Rockshelters became the nucleus of the settlement pattern, showing differentiated activity areas of a domestic nature where fiber, wood, bone, and hide were worked, as was the everpresent stone. Mortuary customs included disposal of the dead in convenient vertical shaft caves regardless of age or gender. Then, about fifty-five hundred years ago, the cultural system began a series of internal adjustments, presumably in response to an increasingly arid environment. The end result was the consolidation of traits into the full-blown Archaic expression that defines the Lower Pecos as a distinct cultural entity. A model that parsimoniously explains this development was formulated by analogy to emerging complex societies documented ethnohistorically and archeologically in arid lands around the world. In this model, changes in the distribution of essential resources, most prominently potable water, triggered responses in the settlement pattern and procurement strategies leading to a disproportionate concentration of people along the major rivers. Aridity does not imply a shortage of food, especially if desert succulents increase at the expense of grasslands, but gathering and processing of thorny plant foods and small mammals requires specialized techniques and knowledge. The responsibility for food procurement, especially hunting and gathering in the uplands, would have been delegated to mobile task groups who operated from their bases on the rivers. Diversification broadened the diet to include labor-intensive processing of a wider range of foodstuffs, activities that took place in open camps and rockshelters as well. New methods of social control were mandated by the redistribution of human populations, who were in effect circumscribed by the availability of water. The inevitable tensions introduced by proximity elicited a restructuring of society that was accompanied by the intensification of ritual that was, in turn, manifested by the florescence of publicly produced mural art. A common belief system, rooted in the principles of shamanism and expressed in cave paintings, held sway over the area that is now defined as the Lower Pecos cultural region. This period of time is the apogee of the Lower Pecos cultural trajectory: the consolidation of an ethnic identity that trembled on the verge of societal complexity that was never achieved, possibly for lack of the ability to generate an adequate surplus- the necessary and sufficient condition for sedentism. Sometime around three thousand years ago, the insular Lower Pecos cultural persona relaxed, perhaps disrupted by the advent of new people with a different economic strategy and social structure. A mesic interlude permitted the grasslands of the Great Plains to expand to the Rio Grande, drawing herds of bison and their attendant hunters. Even episodic, perhaps seasonal, influxes of people bearing a fully developed cultural system of their own must have had a perceptible effect on the resident population; at present it can only be discerned in settlement patterns, tool types, and possibly art styles. The return to aridity and the retreat of the grasslands created a vacuum filled by desert-adapted people who came north across the Rio Grande from northern Mexico. Soon, the archeology of the Lower Pecos found affinities with that of central Texas, sharing in the generalized Late Archaic lithic assemblage while perfecting its fiber industry, retaining its characteristic burial customs, and keeping a balance between rockshelters and open camp site occupations. Measures of population density again rise, reaching and exceeding the heights achieved during the Middle Archaic peak, but the processes behind the increase are less clear. The Late Prehistoric period experienced a cultural upheaval, including changes in settlement patterns, site types, mortuary customs, art styles, and artifact types. Pictograph styles show affinities with northern Mexico and the Big Bend region of Texas, lithic tool types are shared with the rest of Texas, and mortuary customs appear to be introduced from the north and northwest. Clearly, people, rather than ideas, were on the move. Late in prehistory, one intrusive group is identified by a distinctive artifact assemblage, including small arrow points and ceramics, a preference for promontories with sweeping views, and residences that used paired stones as pole supports for a thatch or hide cover. The people of the Infierno phase may be precursors to ethnohistorically described bison hunters who again seasonally congregated at the mouth of the Pecos River during yet another mesic interlude. The Spanish found little of value in the Lower Pecos, isolating it as part of the great uninhabitable desert of their northern frontier, but native peoples found refuge in the rugged terrain. Indigenous groups were soon replaced by Apaches who, in turn, were driven south by the Comanches where they sometimes joined the Kickapoos, staunch allies of the Mexicans, in resisting their common enemy. Under American hegemony, a concerted effort to clear the way west resulted in the extirpation of native people by the time the second transcontinental railroad was completed in 1882. Copyright © 2004 by Timothy K. Perttula. All rights reserved.",,,,Book Chapter,"Final",,Scopus,2-s2.0-33645537634
"Huebner J.A.","","Cactus for dinner, again! An isotopic analysis of Late Archaic diet in the Lower Pecos region of Texas",1991,"Papers on Lower Pecos Prehistory",,,,"175","190",,17,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-33748039581
"Edgar H.J.H.","","Dentitions, distance, and difficulty: A comparison of two statistical techniques for dental morphological data",2004,"Dental Anthropology","17","2",,"55","62",,15,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-33748768048
"Hester T.R.","","Chronological framework for lower pecos prehistory",1988,"Bulletin of the Texas Archeological Society","59",,,"53","64",,15,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-0006248857
"Habicht-Mauche J.A.","","Captive wives? The role and status of nonlocal women on the protohistoric Southern high plains",2008,"Invisible Citizens: Captives and Their Consequences",,,,"181","204",,14,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-79955450749
"Collins M.B.","","Forty Years of Archeology in Central Texas",1995,"Bulletin of the Texas Archeological Society","66",,,"361","400",,14,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-0012340804
"Perttula T.K.","6508386711;","The prehistoric and caddoan archeology of the Northeastern Texas Pineywoods",2004,"Prehistory of Texas",,,,"370","407",,12,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-43749114590&partnerID=40&md5=8641911be2801578a568699a75755ba7","Since the 1950s, a great deal has been learned by a dedicated group of avocational and professional archeologists about the prehistory of this part of northeastern Texas, particularly regarding the last one thousand to two thousand years, when the ancestors of the Caddo Tribe of Oklahoma are known to have settled in the area and thrived (Carter 1995; F. Smith 1995). The knowledge gained about the native American past in the region, about the challenges faced during times of prehistoric cultural change, and during the wrenching episode (still ongoing) of contact and interaction between the Caddo peoples and European and Anglo- American colonizers and settlers (Perttula 1998b) helps to make ""native history"" an integral part of-rather than a footnote to-the ongoing study of Texas' cultural heritage. While there is every reason to think that our knowledge of northeastern Texas prehistory will continue to grow by leaps and bounds, there are tremendous research and preservation challenges ahead for each prehistoric era. On a mundane level, it is important that we continually cast a critical and discerning eye at our research priorities for prehistoric and Caddoan archeological sites, the value of our methodological approaches, and the worth of our cultural resource management planning documents. From the innovative use of these tools come the new perspectives and conceptions that lead to a broader understanding of the past. Changes in research strategies are critical, but in northeastern Texas they are, unfortunately, only part of the archeological story. Of the utmost concern for the long-term protection and preservation of the region's priceless archeological heritage is dealing directly with the unabated looting and vandalism of prehistoric Caddo villages and cemeteries-on private as well as state and federal lands (Perttula and Nelson 1999). The archeological landscape is pitted and pocked with the looter's holes and backdirt piles. Many of the most important archeological sites in the region have been irretrievably damaged and destroyed, and it is questionable that the looting frenzy can be quelled even should an unmarked burial protection bill ever be made law in Texas; the situation is not much better in Arkansas, Louisiana, or Oklahoma. The cultural patrimony of the Caddo peoples is being taken from them, with almost no hand being lifted to help protect these significant cultural treasures. This challenge is our greatest in the years ahead: to find a way, in concert with the Caddo people, to protect and preserve this cultural legacy: ""In 1541 when the Spaniards arrived, every place in the Caddo country had, of course, a Caddo name but almost all of those names are gone now, like the people who bestowed them"" (Schambach 1993, 7). Copyright © 2004 by Timothy K. Perttula. All rights reserved.",,,,Book Chapter,"Final",,Scopus,2-s2.0-43749114590
"Shafer H.J.","","The Prehistoric Legacy of the Lower Pecos Region of Texas",1988,"Bulletin of the Texas Archeological Society","59",,,"23","52",,11,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-4243200269
"Ricklis R.A.","6506920496;","Prehistoric occupation of the central and lower texas coast: A regional overview",2004,"Prehistory of Texas",,,,"155","180",,9,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-43749114116&partnerID=40&md5=c2466ad7043f81720f79af9850a0b0ee","In 1960, Thomas N. Campbell published an archeological synthesis of the central and lower Texas coasts (T. N. Campbell 1960). At that time, it was possible to identify, for the central Texas coast, basic Archaic and Late Prehistoric (or, as then termed, ""Neo-American"") cultural patterns involving human occupation of the shoreline and exploitation of shellfish and fish resources. Chronology was strictly relative, since no radiocarbon dates had yet been obtained in the area, and a cultural sequence could be defined only on the basis of the stratigraphic positions of identifiable artifact assemblages. Copyright © 2004 by Timothy K. Perttula. All rights reserved.",,,,Book Chapter,"Final",,Scopus,2-s2.0-43749114116
