Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Funding Details,Funding Text 1,Document Type,Publication Stage,Access Type,Source,EID
"Preston C.M., Schmidt M.W.I.","56713637300;8741841600;","Black (pyrogenic) carbon: A synthesis of current knowledge and uncertainties with special consideration of boreal regions",2006,"Biogeosciences","3","4",,"397","420",,431,"10.5194/bg-3-397-2006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748847530&doi=10.5194%2fbg-3-397-2006&partnerID=40&md5=ad1c89e5411aa328aa3dd0625a263d40","The carbon (C) cycle in boreal regions is strongly influenced by fire, which converts biomass and detrital C mainly to gaseous forms (CO2 and smaller proportions of CO and CH4), and some 1-3% of mass to pyrogenic C (PyC). PyC is mainly produced as solid charred residues, including visually-defined charcoal, and a black carbon (BC) fraction chemically defined by its resistance to laboratory oxidation, plus much lower proportions of volatile soot and polycyclic aromatic hydrocarbons (PAHs). All PyC is characterized by fused aromatic rings, but varying in cluster sizes, and presence of other elements (N, O) and functional groups. The range of PyC structures is often described as a continuum from partially charred plant materials, to charcoal, soot and ultimately graphite which is formed by the combination of heat and pressure. There are several reasons for current interest in defining more precisely the role of PyC in the C cycle of boreal regions. First, PyC is largely resistant to decomposition, and therefore contributes to very stable C pools in soils and sediments. Second, it influences soil processes, mainly through its sorption properties and cation exchange capacity, and third, soot aerosols absorb solar radiation and may contribute to global warming. However, there are large gaps in the basic information needed to address these topics. While charcoal is commonly defined by visual criteria, analytical methods for BC are mainly based on various measures of oxidation resistance, or on yield of benzenepolycarboxylic acids. These methods are still being developed, and capture different fractions of the PyC structural continuum. There are few quantitative reports of PyC production and stocks in boreal forests (essentially none for boreal peatlands), and results are difficult to compare due to varying experimental goals and methods, as well as inconsistent terminology. There are almost no direct field measurements of BC aerosol production from boreal wildfires, and little direct information on rates and mechanisms for PyC loss. Structural characterization of charred biomass and forest floor from wildfires generally indicates a low level of thermal alteration, with the bulk of the material having H/C ratios still &gt;0.2, and small aromatic cluster sizes. Especially for the more oxidation-resistant BC fraction, a variety of mainly circumstantial evidence suggests very slow decomposition, with turnover on a millennial timescale (in the order of 5-7 ky), also dependent on environmental conditions. However, there is also evidence that some PyC may be lost in only tens to hundreds of years due to a combination of lower thermal alteration and environmental protection. The potential for long-term PyC storage in soil may also be limited by its consumption by subsequent fires. Degraded, functionalized PyC is also incorporated into humified soil organic matter, and is transported eventually to marine sediments in dissolved and particulate form. Boreal production is estimated as 7-17 TgBCy-1 of solid residues and 2-2.5 TgBCy-1 as aerosols, compared to global estimates of 40-240 and 10-30TgBCy-1, respectively. Primary research needs include basic field data on PyC production and stocks in boreal forests and peatlands, suitable to support C budget modeling, and development of standardized analytical methods and of improved approaches to assess the chemical recalcitrance of typical chars from boreal wildfires. To accomplish these goals effectively will require much greater emphasis on interdisciplinary cooperation.",,"biomass; black carbon; boreal forest; carbon cycle; carbon monoxide; charcoal; fire; global warming; PAH; sediment; shoot; soil",,,Article,"Final",Open Access,Scopus,2-s2.0-33748847530
"Hedges J.I., Blanchette R.A., Weliky K., Devol A.H.","7102918984;7004254875;6506391640;7003629650;","Effects of fungal degradation on the CuO oxidation products of lignin: A controlled laboratory study",1988,"Geochimica et Cosmochimica Acta","52","11",,"2717","2726",,346,"10.1016/0016-7037(88)90040-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-23544442577&doi=10.1016%2f0016-7037%2888%2990040-3&partnerID=40&md5=fd3bb6eff9582d847583a2bfd25e3031","Duplicate samples of birch wood were degraded for 0, 4, 8 and 12 weeks by the white-rot fungus, Phlebia tremellosus, and for 12 weeks by 6 other white-rot and brown-rot fungi. P. tremellosus caused progressive weight losses and increased the H/C and O/C of the remnant wood by preferentially degrading the lignin component of the middle lamellae. This fungus increased the absolute (weight loss-corrected) yield of the vanillic acid CuO reaction product above its initial level and exponentially decreased the absolute yields of all other lignin-derived phenols. Total yields of syringyl phenols were decreased 1.5 times as fast as total vanillyl phenol yields. Within both phenol families, aldehyde precursors were degraded faster than precursors of the corresponding ketones, which were obtained in constant proportion to the total phenol yield. Although two other white-rot fungi caused similar lignin compositional trends, a fourth white-rot species, Coriolus versicolor, simultaneously eroded all cell wall components and did not concentrate polysaccharides in the remnant wood. Wood degraded by the three brown-rot fungi exhibited porous cell walls with greatly reduced integrity. The brown-rot fungi also preferentially attacked syringyl structural units, but degraded all phenol precursors at a much slower rate than the white-rotters and did not produce excess vanillic acid. Degradation by P. tremellosus linearly increased the vanillic acid/vanillin ratio, (Ad/Al)v, of the remnant birch wood throughout the 12 week degradation study and exponentially decreased the absolute yields of total vanillyl phenols, total syringyl phenols and the syringyl/vanillyl phenol ratio, S/V. At the highest (Ad/Al)v of 0.50 (12 week samples), total yields of syringyl and vanillyl phenols were decreased by 65% and 80%, respectively, with a resulting reduction of 40% in the original S/V. Many of the diagenetically related compositional trends that have been previously reported for lignins in natural environments can be explained by white-rot fungal degradation. © 1988.",,,,,Article,"Final",,Scopus,2-s2.0-23544442577
"Glaser B., Haumaier L., Guggenberger G., Zech W.","7103024868;6701447427;7003982216;7005075046;","Black carbon in soils: The use of benzenecarboxylic acids as specific markers",1998,"Organic Geochemistry","29","4",,"811","819",,311,"10.1016/S0146-6380(98)00194-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032446924&doi=10.1016%2fS0146-6380%2898%2900194-6&partnerID=40&md5=5f6b59a63205d91183c7dcc290c67cc1","A simple method is presented for the estimation of black carbon in soil samples. Our method uses benzenepolycarboxylic acids (BPCA) as specific markers for black carbon. The analytical procedure includes acid digestion, oxidation, sample cleanup, derivatization, and gas chromatography. To test the usefulness of BPCA as markers for black carbon, we compared the yields of BPCA from charred wood with those from 'humic substances' produced in the laboratory by enzymatic browning, non-enzymatic browning, and aerobic incubation of barley straw. The BPCA yield from charred wood was 257 mg BPCA-C g-1 C, whereas no BPCA were formed from the humified materials. Soils known to have received charred residues gave much higher yields of BPCA than their adjacent counterparts without char application. We conclude that BPCA can be used as a specific measure of black carbon in soils.A simple method is presented for the estimation of black carbon in soil samples. Our method uses benzenepolycarboxylic acids (BPCA) as specific markers for black carbon. The analytical procedure includes acid digestion, oxidation, sample cleanup, derivatization, and gas chromatography. To test the usefulness of BPCA as markers for black carbon, we compared the yields of BPCA from charred wood with those from 'humic substances' produced in the laboratory by enzymatic browning, non-enzymatic browning, and aerobic incubation of barley straw. The BPCA yield from charred wood was 257 mg BPCA-C g-1 C, whereas no BPCA were formed from the humified materials. Soils known to have received charred residues gave much higher yields of BPCA than their adjacent counterparts without char application. We conclude that BPCA can be used as a specific measure of black carbon in soils.","Aromatic carbon; Benzenecarboxylic acids; Black carbon; Char; Charcoal; Recalcitrant soil organic matter","Acid digestion; Benzenecarboxylic acids; Carboxylic acids; Charcoal; Gas chromatography; Oxidation; Soil testing; Analytical geochemistry; black carbon; estimation method; soil chemistry","Deutsche Forschungsgemeinschaft, DFG: Gu 406/2-1","This work was supported by the Deutsche Forschungsgemeinschaft (Gu 406/2-1). We highly appreciate the work of Mr. Theodor Engelbrecht, who re-plotted the GC traces with improved quality. We would like to thank two anonymous reviewers for their helpful comments.",Article,"Final",,Scopus,2-s2.0-0032446924
"Baldock J.A., Masiello C.A., Gélinas Y., Hedges J.I.","7003626351;6602744697;7004488132;7102918984;","Cycling and composition of organic matter in terrestrial and marine ecosystems",2004,"Marine Chemistry","92","1-4 SPEC. ISS.",,"39","64",,244,"10.1016/j.marchem.2004.06.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-9644263969&doi=10.1016%2fj.marchem.2004.06.016&partnerID=40&md5=b7b08105be823faaade899e2b3b8f76b","Decomposing natural organic matter found in terrestrial and marine environments consists of a heterogenous mixture of particles and molecules with variable physical and chemical properties. The amount of organic matter present in these systems is controlled by the relative rates of accumulation and loss. Accumulation is controlled principally by net primary productivity whilst losses are mainly a function of the biological stability of the biomolecules present. Processes of lateral transfer can also be significant to both rates of accumulation and loss in localized zones. In this paper, the processes and properties responsible for defining the biological stability of organic matter in terrestrial and marine ecosystems are examined. A conceptual model illustrating the implications that mechanisms of biological stabilisation can have on the molecular composition of natural organic matter in these ecosystems is presented. Molecular composition has typically been determined using a variety of selective degradative methodologies either individually or in combination. These methodologies often only identify 20-80% of the organic matter present with the extent of identification decreasing as the degree of biological processing increases. Solid-state 13C nuclear magnetic resonance (NMR) can be used for routine assessment of the chemistry of organic materials; however, no direct measure of the molecular composition can be obtained. Previous work that examined the ability of using solid-state 13C NMR data in a simple mixing model to predict molecular composition is extended in this study. The extended mixing model is then used to characterise changes in the molecular composition of decomposing organic material in soil and marine systems. The extended mixing model accounted for the distribution of 13C NMR signal intensity of all samples examined and allowed the biomolecular and elemental composition to be estimated. Decomposition induced changes in molecular composition were very different in the terrestrial and marine systems examined, but the direction of change suggested a convergence towards the formation of similar decomposition products. © 2004 Elsevier B.V. All rights reserved.","Decomposition; Marine sediment; Marine water column; Nuclear magnetic resonance; Organic matter; Physical protection; Soil","decomposition; nuclear magnetic resonance; nutrient cycling; organic matter",,,Conference Paper,"Final",,Scopus,2-s2.0-9644263969
"Goñi M.A., Hedges J.I.","7005176065;7102918984;","Lignin dimers: Structures, distribution, and potential geochemical applications",1992,"Geochimica et Cosmochimica Acta","56","11",,"4025","4043",,211,"10.1016/0016-7037(92)90014-A","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027043966&doi=10.1016%2f0016-7037%2892%2990014-A&partnerID=40&md5=f194559f74945df0167b5071eb3e00dd","An extensive suite of thirty lignin-derived phenolic dimers and fourteen additional monomers has been identified among the CuO reaction products of twenty-four different vascular plant tissues. The various lignin dimers are characterized by five different types of linkages between phenolic units, including direct 5,5'-ring-ring bonding, as well as β,1-diketone, α,1-monoketone, α,5-monoketone, and α,2-methyl sidechain-ring couplings. The new lignin-derived monomeric CuO reaction products include vanillyl and syringyl glyoxalic acids and vanillyl phenols with formyl and carboxyl functional groups attached at various ring positions. The distribution of all these novel compounds in twenty-four different vascular plant tissues indicates important differences in the structure and chemical composition of the lignin macromolecule among these sources. The abundances of these compounds in a selected set of sedimentary samples suggest that the lignin dimers and novel lignin monomers can characterize the ultrastructure, sources, and diagenetic state of sedimentary lignin in ways not possible from the routinely utilized lignin monomers alone. © 1992.",,"biomarker; lignin dimer; organic carbon; plant tissue; primary productivity; vascular plant",,"Acknowledgments-Thaeu thorsa reg ratefutlo R. Blanchettefo r the wood samplesa nd B. Hrutfiord for his help in the initial phaseso f thisp roject.W e wisht o thank1 .P earla ndJ . Obstf or theiri nvaluable contributionso f standardc ompoundsa nd criticalr eviewsW. e ded-icatet his papert o the memoryo f Dr. Kyosti Sarkanenw, ho wasa n inv~uablea nd enthusiasticc ollaboratorth roughoutm uch of this project.T his paperb enefitedg reatlyf rom perceptiveco mmentsb y R. Bennera nd an anonymousr eviewerI.n addition,h elpfulc om-mentsf rom S. Opsahl,B . BergamaschRi,. Keil, and M. McCarthy shapedth ep aperi n its presenfto rm. This researchw ass upportedb y grantsO CE86-13868a nd OCE90-07873fr om the NationalS cience Foundation.T his is contributionn umber1 927f rom the Schoolo f OceanographUyn, iversityo f Wonton, SeattleW, ~hin~on,U SA.",Article,"Final",,Scopus,2-s2.0-0027043966
"Holliday V.T., Gartner W.G.","6603768395;7006584455;","Methods of soil P analysis in archaeology",2007,"Journal of Archaeological Science","34","2",,"301","333",,205,"10.1016/j.jas.2006.05.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750185282&doi=10.1016%2fj.jas.2006.05.004&partnerID=40&md5=ea36c6e325f7596346d582162cefc168","Phosphorus (P) is unique among the elements in being a sensitive and persistent indicator of human activity. It has long been of interest to archaeologists because of its potential to inform them about the presence of past human occupation and to offer clues regarding the type and intensity of human activity. A wide variety of methods have been developed in both soil science and in archaeology to extract and measure soil P, resulting in a tremendous amount of data and a wide array of interpretations, but also considerable confusion over appropriateness of methods and terminology. The primary purpose of this paper is to address these issues by clarifying soil P analyses. Anthropogenic additions of phosphorus to the soil come from human refuse and waste, burials, the products of animal husbandry in barns, pens, and on livestock paths, or intentional enrichment from soil fertilizer. Once added to the soil, phosphorus in its common form as phosphate is stable and generally immobile in soils. Soil P comes in many forms, organized for the purposes of this paper on the basis of extraction and measurement procedures as (1) extraction for available P (Pav); (2) portable field techniques (the spot test or ring test); (3) chemical digestion of a soil sample for total P (Ptot); (4) extractions of inorganic P (Pin) for fractionation studies and extractions to look at individual compounds of P; (5) measurements of organic P (Porg); and (6) extractions for total elemental analysis. To compare the suitability of various extractants as the ""best"" indicator of human input and activity we subjected samples from three very different archaeological sites (Lubbock Lake, TX; Hulburt Creek, IA; British Camp, WA) to four methods of soil P extraction: perchloric acid digestion (Ptot), sulfuric-nitric acid extraction Ptot), hydrochloric acid extraction after ignition (Pin), and citric acid extraction (Pav). Further, methods of measurement were compared via colorimetry vs. Inductively Coupled Plasma (ICP) spectrometry, and the two methods of supposed ""total P"" were both measured via ICP. In general, the stronger extractants yielded more soil P, but the result are not clear-cut. Likely variables include the intensity of occupation, nature of the parent material, and postdepositional weathering (e.g., the addition of dust). © 2006 Elsevier Ltd. All rights reserved.","British Camp site; Hulburt Creek site; Lubbock Lake site; Phosphate; Soil phosphorus","archaeology; colorimetry; extraction method; human activity; indicator mineral; inductively coupled plasma method; phosphorus; soil chemistry; Hulburt Creek; Iowa; Lubbock; North America; Texas; United States; Washington [United States]; Animalia","University of Washington, UW

Texas Tech University, TTU","Julie Stein (University of Washington) kindly provided the British Camp samples. We also thank B.L. Allen (Texas Tech University), Jemuel Ripley, and James Mayer for their assistance during this project. Additional laboratory work was provided by James Burton (University of Wisconsin-Madison Laboratory of Archaeological Chemistry), who also read an earlier version of the manuscript, Glen Fredlund and Mary Jo Schabel (University of Wisconsin-Milwaukee Soils & Physical Geography Laboratory), Donald Meyer (Rock River Laboratory, Inc.), and the University of Wisconsin-Madison Soil & Plant Analysis Laboratory. Diane Holliday helped organize and edit the reference list. The manuscript benefitted significantly from the comments of E. Christian Wells and an anonymous reviewer. Another anonymous reviewer provided mostly negative and unhelpful commentary.",Article,"Final",,Scopus,2-s2.0-33750185282
"Simoneit B.R.T.","35509556500;","A review of biomarker compounds as source indicators and tracers for air pollution",1999,"Environmental Science and Pollution Research","6","3",,"159","169",,196,"10.1007/BF02987621","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032816978&doi=10.1007%2fBF02987621&partnerID=40&md5=13b7ec8ab4e96b9fafed2d1bab7cbe95","An overview of the application of organic geochemistry to the analysis of organic matter on aerosol particles is presented here. This organic matter is analyzed as solvent extractable bitumen/lipids by gas chromatography-mass spectrometry. The organic geochemical approach assesses the origin, the environmental history and the nature of secondary products of organic matter by using the data derived from specific molecular analyses. Evaluations of production and fluxes, with cross-correlations can thus be made by the application of the same separation and analytical procedures to samples from point source emissions and the ambient atmosphere. This will be illustrated here with typical examples from the ambient atmosphere (aerosol particles) and from emissions of biomass burning (smoke). Organic matter in aerosols is derived from two major sources and is admixed depending on the geographic relief of the air shed. These sources are biogenic detritus (e.g., plant wax, microbes, etc.) and anthropogenic particle emissions (e.g., oils, soot, synthetics, etc.). Both biogenic detritus and some of the anthropogenic particle emissions contain organic materials which have unique and distinguishable compound distribution patterns (C14-C40). Microbial and vascular plant lipids are the dominant biogenic residues and petroleum hydrocarbons, with lesser amounts of the pyrogenic polynuclear aromatic hydrocarbons (PAH) and synthetics (e.g., chlorinated compounds), are the major anthropogenic residues. Biomass combustion is another important primary source of particles injected into the global atmosphere. It contributes many trace substances which are reactants in atmospheric chemistry and soot particulate matter with adsorbed biomarker compounds, most of which are unknown chemical structures. The injection of natural product organic compounds into smoke occurs primarily by direct volatilization/steam stripping and by thermal alteration based on combustion temperature. Although the molecular composition of organic matter in smoke particles is highly variable, the molecular tracers are generally still source specific. Retene has been utilized as a tracer for conifer smoke in urban aerosols, but is not always detectable. Dehydroabietic acid is generally more concentrated in the atmosphere from the same emission sources. Degradation products from biopolymers (e.g., levoglucosan from cellulose) are also excellent tracers. An overview of the biomarker compositions of biomass smoke types is presented here. Defining additional tracers of thermally-altered and directly-emitted natural products in smoke aids the assessment of the organic matter type and input from biomass combustion to aerosols. The precursor to product approach of compound characterization by organic geochemistry can be applied successfully to provide tracers for studying the chemistry and dispersion of ambient aerosols and smoke plumes.","Air pollution; Biomarkers; Biomass burning; Dehydroabietic acid; Homologous compounds; Levoglucosan; PAH; Particulate matter; Petroleum; Triterpenyl fatty acid esters; Wax esters","atmospheric pollution; biomarker; organic geochemistry; tracer","U.S. Environmental Protection Agency, EPA: CR 823990-01-0","Partial funding of this work by the U.S. Environmental Protection Agency (Grant CR 823990-01-0) is gratefully acknowledged. I thank M. R~za Bn~ A~AS,D .R. OReS and V.O. EuASf or data and assistance.",Review,"Final",,Scopus,2-s2.0-0032816978
"Cohen-Ofri I., Weiner L., Boaretto E., Mintz G., Weiner S.","12038925900;7203046864;55549636000;7102280372;7202825902;","Modern and fossil charcoal: Aspects of structure and diagenesis",2006,"Journal of Archaeological Science","33","3",,"428","439",,146,"10.1016/j.jas.2005.08.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-31444449590&doi=10.1016%2fj.jas.2005.08.008&partnerID=40&md5=830dfe27484e203615fa48264619f36a","The structures and compositions of modern and fossil charcoal samples were compared in order to evaluate charcoal degradation processes in archaeological sites. Modern charcoal samples produced in campfires contain two major phases: graphite-like microcrystallites and a non-organized phase. These phases create a mosaic-like structure with differing relative proportions depending on the taxonomic source of the wood used. Fossil charcoal samples (Tel Dor, Israel: 3000 years BP and Kebara Cave, Israel: 40,000 years BP) also contained the graphite-like microcrystallites and the non-organized phases, but were clearly altered compared to modern charcoal. The graphite-like phase of the fossil charcoal has much higher electrical resistivity, and its ESR properties show that it has markedly altered surface electronic states. Infrared spectra show the presence of additional carboxylate groups. Oxidation has therefore altered the structure. This appears to be a ""self-humification"" process that affects the graphitic component, and probably the non-organized phase as well. © 2005 Elsevier Ltd. All rights reserved.","Charcoal; Degradation; Graphite-like microcrystallites; Humic acid; Radiocarbon datings","archaeology; charcoal",,"We thank Talmon Arad for his expert help with the TEM. We also thank Ofer Bar-Yosef for his help with the Kebara Cave samples, Dan Namdar for the samples from Ohalo II, Amihai Mazar for the Tel Rehov samples, Hamudy Khalaily for the Motza samples and Ilan Sharon and Ayelet Gilboa for the Tel Dor samples. We thank Mr. George Schwartzmann, Sarasota, Florida, for his generous support. We also thank the Kimmel Center for Archaeological Science for their financial support. S.W. is the incumbent of the Dr. Trude Burchardt professorial chair of Structural Biology.",Article,"Final",,Scopus,2-s2.0-31444449590
"Alemany L.B., Grant D.M., Pugmire R.J., Alger T.D., Zilm K.W.","7003883380;57199074052;7006289239;15619319000;57208461514;","Cross Polarization and Magic Angle Sample Spinning NMR Spectra of Model Organic Compounds. 2. Molecules of Low or Remote Protonation",1983,"Journal of the American Chemical Society","105","8",,"2142","2147",,137,"10.1021/ja00346a007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020737375&doi=10.1021%2fja00346a007&partnerID=40&md5=353359941debce2acae68aba9b47e5f4","Cross polarization/magic angle sample spinning (CP/MAS) 13C NMR spectra were obtained at various contact times on five solid organic Compounds containing carbon atoms far from intramolecular protons or containing very few hydrogen atoms. Carbon atoms four or more bonds from the nearest intramolecular proton cannot be fully polarized before T1(H) effects begin to domínate the proton magnetization. Rapid molecular motion aggravates the problem because of motional attenuation of the dipolar interaction. Computer-fitted Tch and Tlp(H) parameters are consistent with these experimental results. The simple theories of cross polarization account for incomplete polarization in these cases. In l,2:4,5-benzene-tetracarboxylic dianhydride, C10H2O6, the relative aromatic and carbonyl signal intensities are only 5% from the ideal values on the basis of atomic ratios, but absolute intensities can be seriously reduced. In general, CP/MAS NMR provides a convenient and useful quantitative method for studying diamagnetic, organic solids of low molecular weight that is competitive to other physical methods even for molecules of low or remote protonation. © 1983, American Chemical Society. All rights reserved.",,"SOLIDS; ORGANIC COMPOUNDS",,,Article,"Final",,Scopus,2-s2.0-0020737375
"Binford L.R.","24350669500;","Smudge pits and hide smoking: The use of analogy in archaeological reasoning",1967,"American Antiquity","32","1",,"107","108",,137,"10.2307/278774","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84895032914&doi=10.2307%2f278774&partnerID=40&md5=7bd534fef60cfbbe26d31067a57cb88a","It is argued that as a scientist one does not justifiably employ analogies to ethnographic observations for the ""interpretation"" of archaeological data. Instead, analogies should be documented and used as the basis for offering a postulate as to the relationship between archaeological forms and their behavioral context in the past. Such a postulate should then serve as the foundation of a series of deductively drawn hypotheses which, on testing, can refute or tend to confirm the postulate offered. Analogy should serve to provoke new questions about order in the archaeological record and should serve to prompt more searching investigations rather than being viewed as a means for offering ""interpretations"" which then serve as the ""data"" for synthesis. This argument is made demonstratively through the presentation of formal data on a class of archaeological features, ""smudge pits,"" and the documentation of their positive analogy with pits as facilities used in smoking hides. © The Society for American Archaeology 1967.",,,,,Review,"Final",,Scopus,2-s2.0-84895032914
"Singh N., Abiven S., Torn M.S., Schmidt M.W.I.","57214659071;23468844400;6604022152;8741841600;","Fire-derived organic carbon in soil turns over on a centennial scale",2012,"Biogeosciences","9","8",,"2847","2857",,124,"10.5194/bg-9-2847-2012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864614817&doi=10.5194%2fbg-9-2847-2012&partnerID=40&md5=8a1ba6337e6bb8104e7434bc277c62c0","Pyrogenic carbon (PyC), the residue of an incomplete combustion of biomass, is considered as a carbon (C) sink due to its assumed stability in soil. PyC turnover time estimated using two modelling approaches, based on data from 16 published studies (n=54) on PyC degradation, ranged from a decadal to centennial time scale, varying with initial biomass type, pyrolysis temperature, and incubation or field study. The average turnover time using a one-pool approach was 88 y, and the best estimate using a two-pool approach was 3 y for a fast-cycling pool and 870 y for a slow-cycling pool. Based on this meta-analysis, PyC cannot be assumed to persist in soils for thousands of years, and its use as a strategy for offsetting carbon emissions requires prudence and further research. © 2012 Author(s). CC Attribution 3.0 License.",,"biogeochemistry; biomass burning; carbon emission; combustion; degradation; fire behavior; organic carbon; pyrolysis; soil organic matter; source-sink dynamics; turnover",,,Article,"Final",Open Access,Scopus,2-s2.0-84864614817
"Smernik R.J., Oades J.M.","6701718524;7005962676;","The use of spin counting for determining quantitation in solid state 13C NMR spectra of natural organic matter 2. HF-treated soil fractions",2000,"Geoderma","96","3",,"159","171",,124,"10.1016/S0016-7061(00)00007-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034071763&doi=10.1016%2fS0016-7061%2800%2900007-0&partnerID=40&md5=759054d8a2e6b8b89f4d2d43a2e15b27","Spin counting experiments were used to determine the degree of quantitation achieved in solid state 13C NMR spectra of HF-treated, &lt; 53 μm fractions of eight soils. Observabilities were determined for both cross-polarization (C(obs)-CP) and Bloch decay (C(obs)-BD) techniques. C(obs)-BD ranged between 84% and 106%, indicating that practically all potential signal was observed. Therefore, the BD spectra quantitatively reflected the distribution of 13C environments present in the soils. C(obs)-CP ranged between 54% and 83%, indicating that, although the majority of potential signal was observed, there was a significant fraction of potential NMR signal in each soil that was not detected using the CP technique. Comparison of the BD and CP spectra indicated that the decrease in signal intensity in the CP spectra was more evident for some resonances than for others. The O-alkyl region of the CP NMR spectrum was the least affected and the aromatic region was the most affected for the majority of the soils. This was due, in large part, to the presence of char in the most affected soils, in keeping with the low value of C(obs)-CP reported for charcoal. The carbonyl and alkyl resonances were also under-represented in the CP spectra of some of the soils. (C) 2000 Elsevier Science B.V.","Bloch decay; Cross-polarization; NMR quantitation; Soil organic matter (SOM); Spin counting; Treatment",,"Australian Research Council, ARC","We would like to thank J.O. Skjemstad for providing the soil fractions used in this study. This work was funded by an Australian Research Council (ARC) grant.",Article,"Final",,Scopus,2-s2.0-0034071763
"Spokas K.A., Novak J.M., Masiello C.A., Johnson M.G., Colosky E.C., Ippolito J.A., Trigo C.","6603387763;7403303323;6602744697;7407347330;56347955100;7003300778;19338017500;","Physical Disintegration of Biochar: An Overlooked Process",2014,"Environmental Science and Technology Letters","1","8",,"326","332",,103,"10.1021/ez500199t","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969285322&doi=10.1021%2fez500199t&partnerID=40&md5=bf887e0eb574612d73cbfeeee11765d5","Data collected from both artificially and field (naturally) weathered biochar suggest that a potentially significant pathway of biochar disappearance is through physical breakdown of the biochar structure. Via scanning electron microscopy, we characterized this physical weathering that increased the number of structural fractures and yielded higher numbers of liberated biochar fragments. This was hypothesized to be due to the graphitic sheet expansion accompanying water sorption coupled with comminution. These fragments can be on the microscale and the nanoscale but are still carbon-rich particles with no detectable alteration in the oxygen:carbon ratio from that of the original biochar. However, these particles are now easily dissolved and could be moved by infiltration. There is a need to understand how to produce biochars that are resistant to physical degradation to maximize long-term biochar C sequestration potential within soil systems. © 2014 American Chemical Society.",,,,,Article,"Final",,Scopus,2-s2.0-84969285322
