Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Funding Details,Document Type,Publication Stage,Access Type,Source,EID
"Mckinnon D.P.","35768195300;","Exploring settlement patterning at a premier Caddo mound site in the Red River Great Bend region",2009,"Southeastern Archaeology","28","2",,"248","258",,11,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77649309555&partnerID=40&md5=71c03708b2dec40a107de81f906e38b3","Archaeogeophysical methods are increasingly being utilized as a non-invasive, preservation-oriented, and economically feasible way to pursue the large-scale exploration of settlement patterning at mound sites throughout the Caddo archaeological area. Using these methods, a large-scale magnetic gradiometry survey at the Battle Mound site (3LA1), a premier Middle and Late Caddo mound site located in the Red River Great Bend region, produced an informative archaeogeophysical data set of numerous anomalies that can be attributed to both archaeological and geological sources. Findings include convincing evidence for burned rectangular and circular structures, a possible community cemetery, a farmstead with a compound fence, the extent of an historic occupation, and natural phenomena that include lighting strikes and palaeochannels of the Red River. The magnetic gradiometry survey not only has demonstrated the usefulness of archaeogeophysics as a primary data set in archaeological interpretation but also has provided a unique data set regarding the cultural and natural history at the Battle Mound site.",,"archaeology; cultural history; Holocene; settlement pattern; Red River [United States]; United States",,Article,"Final",,Scopus,2-s2.0-77649309555
"Perino G.","","The Dan Holdeman Site (41RR11), Red River County, Texas",1995,"Journal of Northeast Texas Archaeology","6",,,"3","65",,11,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-8344239421
"Williams, Ishmael Jr. G.","","Features and Dating",1993,"Research Series","43",,,"37","48",,8,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-31344475294
"Kvamme K.L.","","Remote sensing approaches to archaeological reasoning: Pattern recognition and physical principles",2008,"Archaeological Concepts for the Study of the Cultural Past",,,,"65","84",,7,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-79951927986
"Walters M., Haskins P.","","Archaeological Investigations at the Redwine Site (41SM193), Smith County, Texas",1998,"Journal of Northeast Texas Archaeology","11",,,"1","38",,7,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-69549145998
"Weinstein R.A., Kelley D.H., Saunders J.W.","24330189400;56113319000;7402341437;","The Louisiana and Arkansas expeditions of Clarence Bloomfield Moore",2003,"The Louisiana and Arkansas Expeditions of Clarence Bloomfield Moore",,,,"1","748",,6,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898523119&partnerID=40&md5=548999be1ea8a6ef033701b7ed6e25ae","The ninth and final volume in the C.B. Moore reprint series that covers archaeological discoveries along North American Waterways. Clarence B. Moore (1852-1936), a wealthy Philadelphia socialite, paper company heir, and photographer, made the archaeology of the Southeast his passion. Beginning in the 1870s, Moore systematically explored prehistoric sites along the major waterways of the region, from the Ohio River south to Florida and as far west as Texas, publishing his findings, at his own expense, with the Academy of Natural Sciences of Philadelphia. This volume, the final in a series of nine, includes Moore's investigations along waterways of Arkansas and Louisiana-the Ouachita, Red, Saline, Black, Tensas, and Atchafalaya Rivers-in three complete field sessions ending in 1909, 1912, and 1913. He located and mapped more than 185 mounds and cemeteries. Artifacts recovered in this territory, such as ceramic effigy pots, earthenware pipes, arrowheads, celts, and projectile points, include some of the most important ones discovered by Moore in his 47 years of excavating. Included in this volume is a CD containing the 69 color illustrations from all the original expedition volumes. The elaborate earthwork of Poverty Point, located in West Carroll Parish, Louisiana, is perhaps the most remarkable archaeological site presented in the volume. In some cases, Moore documented sites along the tributaries that have since been destroyed by river action or looters. In other cases, the National Register of Historic Sites and concerned landowners in Arkansas and Louisiana have preserved the record of aboriginal peoples and their life ways that was first illuminated by Moore's sophisticated study. © 2003 by The University of Alabama Press. All rights reserved.",,,,Book,"Final",,Scopus,2-s2.0-84898523119
"Walters M., Haskins P.","","The Bryan Hardy Site (41SM55), Smith County, Texas",2000,"Journal of Northeast Texas Archaeology","12",,,"1","26",,6,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-33847710009
"Webb C.H.","","The bossier focus revisited: Montgomery I, Werner and other unicomponent sites",1983,"Southeastern Natives and Their Pasts: Papers Honoring Dr. Robert E. Bell","11",,,"183","240",,6,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-4344686348
"Jelks E.B., Tunnell C.D.","","The Harroun Site, A Fulton Aspect Component of the Caddoan Area, Upshur County, Texas",1959,"Archaeology Series",,,,"","",,6,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84899330052
"Perttula T.K., Bruseth J.E., Kenmotsu N.A., Martin W.A.","","Archeological testing at the Cabe mounds (41BW14), bowie county, Texas",1995,"Cultural Resource Management Report No.8. Texas Historical Commission",,,,"","",,5,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84898494987
"McKinnon D.P.","","Summer 1948: A Summary of Excavations at Battle Mound (3LA1), a Premier Caddo Mound Site in the Great Bend Region of the Red River",2010,"Arkansas Archeologist","49",,,"1","16",,4,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-79951903274
"Perttula T.K., Nelson B., Walters M., Cast R., Gonzalez B.","",[No title available],2009,"Documentation of Caddo Funerary Objects In the Gilcrease Museum Collections",,,,"","",,4,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-77952962308
"Guccione M.J.","","Variations of the Red River Channel in Southwest Arkansas",1984,"Cedar Grove: An Interdisciplinary Investigation of a Late Caddo Farmstead in the Red River Valley",,,,"17","25",,4,,,[No abstract available],,,,,,,Scopus,2-s2.0-2842565537
"Stewart-Abernathy L.","","Search of the people of Cayas",2009,"Field Notes: Newsletter of the Arkansas Archeological Society","352",,,"12","13",,2,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-85036721147
"Mott E.D., Gipson J.","",[No title available],1960,"The Dalton Site: A Late Caddoan Mound Site in the Ferrell's Bridge Reservoir Area, Northeastern Texas",,,,"","",,2,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-69549098544
"Sabo III G., Lockhart J.J.","",[No title available],2010,"American Indian Art, Ritual, and Social Interaction in the Central Arkansas River Valley: Archeogeophysical Surveying at 3YE347",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-85036709099
"McKinnon D.P., Brandon J.C.","","A report from the field: Archaeogeophysical results from Battle Mound (3LA1)",2009,"Field Notes: Newsletter of the Arkansas Archeological Society","348",,,"9","12",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-79951940715
"Lemley H.J., Tulsa O.K., McKinnon D.P.","",[No title available],2008,"An Archaeogeophysical Analysis of Central Caddo Settlement Patterning at Battle Mound (3LA1)",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-85036698316
"Perttula T.K., Lee D.B., Cast R.","","The first people of the Red River: The Caddo before and after Freeman and Custis",2008,"Freeman and Custis Red River Expedition of 1806: Two Hundred Years Later",,,,"81","110",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-85036695112
"Perttula T.K.","","The Caddo Nation: Archaeological & Ethnohistoric Perspectives",1992,"Southeastern Archaeology","24",,,"180","198",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-85036708012
"Schambach F.F., Miller J., Kelley D.B.","","Unpublished field notes from Battle Mound (3LA1)",1980,"Manuscript on File, Arkansas Archeological Survey",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-79951885748
"Kitchens H., Kitchens D.","","Unpublished field notes from Battle Mound (3LA1)",1968,"Manuscripts on file, Arkansas Archeological Survey",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-79951923988
"Krieger A.D.","","Viking Fund Grant for Battle Mound Excavations, Lafayette County, Arkansas: A Report of Activities and Expenditures as of January 31, 1949",1949,"Manuscript on File, Arkansas Archeological Survey",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-79951927544
"Howard L.E.","",[No title available],1948,"Unpublished Field Notes from Battle Mound (3LA1)",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-85036716968
[No author name available],[No author id available],[No title available],0000,,,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-85036701747
