Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Funding Details,Document Type,Publication Stage,Access Type,Source,EID
"Dye D.H., King A.","","Desecrating the sacred ancestor temples: Chiefly conflict and violence in the american southeast",2007,"North American Indigenous Warfare and Ritual Violence",,,,"160","181",,24,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-69549100173
"Schambach F.F.","","Mounds, Embankments, and Ceremonialism in the Trans-Mississippi South",1996,"Mounds, Embankments, and Ceremonialism in the Midsouth","46",,,"36","43",,22,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-69549099380
"Kay M., Sabo III G.","14043758800;15052255900;","Mortuary ritual and winter solstice imagery of the harlan-style charnel house",2006,"Southeastern Archaeology","25","1",,"29","47",,20,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750598922&partnerID=40&md5=0199f451db96db27175c1e08b4f45c99","A fundamental metaphor of Southeastern Indian belief was expressed by the structural relationship death:winter. Archaeological data and documentary accounts illuminate this relationship and demonstrate a widespread cognitive lore about the marking of the seasons by use of the sun and possibly other celestial bodies. The apparent timing of pre-contact mortuary ceremonialism with the winter solstice sunset consistent with Caddoan winter death imagery reflects a local manifestation of the North American Orpheus myth.",,"archaeology; cultural history; cultural tradition; documentary source",,Article,"Final",,Scopus,2-s2.0-33750598922
"Hatcher M.A.","","Descriptions of the Tejas or Asinai Indians, 1691-1722",1927,"Southwestern Historical Quarterly","30","4",,"283","304",,19,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-33750577886
"Beck Jr. R.A.","","The durable house: Material, metaphor, and structure",2007,"The Durable House: House Society Models in Archaeology",,,,"3","24",,18,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-77955171436
"Hally D.J.","","As caves below the groundmaking sense of aboriginal house form in the protohistoric and historic southeast",2002,"Between Contacts and Colonies: Archaeological Perspectives on the Protohistoric Southeast",,,,"90","109",,18,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-69549140443
"Brown J.A.","","The social house in southeastern archaeology",2007,"The Durable House: House Society Models in Archaeology",,,,"227","247",,16,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-69549146472
"Webb C.H.","","The Belcher Mound, A Stratified Caddoan Site in Caddo Parish, Louisiana",1959,"The Belcher Mound: A Stratified Caddoan Site in Caddo Parish, Louisiana",,,,"","",,16,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-1542709777
"Sabo III G.","","The Structure of Caddo Leadership in the Colonial Era",1998,"The Native History of the Caddo: Their Place in Southeastern Archaeology and Ethnohistory",,,,"159","174",,14,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-33746146144
"Perttula T.K., Walker C.P., Clay Schultz T.","6508386711;24544904300;24544518600;","A revolution in Caddo archaeology: The remote sensing and archaeological view from the hill farm site (41BW169) in Bowie County, Texas",2008,"Southeastern Archaeology","27","1",,"93","107",,13,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-49349096942&partnerID=40&md5=84ec3dc57de5f1f45d4d94904b847fae","The use of remote sensing technologies on prehistoric and early historic Caddo sites is allowing for new and unprecedented views of the spatial structure and internal organization of Caddo villages and mound centers. Recent remote sensing work at the Hill Farm site (41BW169) on the Red River in northeast Texas, along with available archaeological information from the shallowly buried site, has led to an unusually detailed view of the archaeological character of ca. A.D. 1600-1700 Nasoni Caddo village compounds that can be linked with the 1691 Teran map. Remote sensing has considerable potential to lead to long-term collaborative archaeogeophysical and archaeological projects to understand Caddo community-scale organization and landscapes.",,"archaeological evidence; archaeology; documentary source; mapping; remote sensing; North America; Red River [United States]; United States",,Article,"Final",,Scopus,2-s2.0-49349096942
"Perttula T.K.","6508386711;","1938-1939 WPA excavations at the Hatchel site (41BW3) on the Red River in Bowie county, Texas",2005,"Southeastern Archaeology","24","2",,"180","198",,13,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-31344443567&partnerID=40&md5=85a59fffcc3a5125aa0dc9ec61fb7b5c","The 1938-39 excavations in the village areas at the Hatchel site (41BW3) along the Red River in northeastern Texas have not been previously published or the findings made widely available to the archaeological community. This work exposed large blocks in Late Caddoan period, Texarkana phase (ca. A.D. 1400-1700) archaeological deposits in the Nasoni Caddo village. There were hundreds of post holes, structures, midden deposits, and burials in these village areas that appear to be part of individual Caddo farm compounds.",,"archaeological evidence; farming system; Bowie County; North America; Texas; United States",,Article,"Final",,Scopus,2-s2.0-31344443567
"Rohrbaugh C.L.","","Arkansas Valley Caddoan: Fort Coffee and Neosho Foci",1984,"Prehistory of Oklahoma",,,,"265","285",,13,,,[No abstract available],,,,,,,Scopus,2-s2.0-8344270099
"Bell R.E., Baerreis D.A.","","A Survey of Oklahoma Archaeology",1951,"Bulletin of the Texas Archeological and Paleontological Society","22",,,"7","100",,13,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-33748341833
"Story D.A.","","The George C. Davis Site: Glimpses into Early Caddoan Symbolism and Ideology",1998,"The Native History of the Caddo: Their Place in Southeastern Archeology and Ethnohistory",,,,"9","43",,12,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-31344477510
"Bell R.E.","",[No title available],1972,"The Harlan Site, Ck-6: A Prehistoric Mound Center in Cherokee County, Eastern Oklahoma",,,,"","",,12,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-8344277432
"Perttula T.K., Rogers R.","6508386711;7403531026;","The evolution of a Caddo community in northeastern Texas: The Oak Hill Village site (41RK214), rusk county, texas",2007,"American Antiquity","72","1",,"71","94",,11,"10.2307/40035299","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847720945&doi=10.2307%2f40035299&partnerID=40&md5=82b5a66fc567ae43621257a8ff9d45f4","The Oak Hill Village (41RK214) in northeastern Texas is a prehistoric (ca. A.D. 1150-1450) Caddo settlement that was completely excavated in the mid-1990s prior to lignite mining activities. Analysis of the architectural remains, key calibrated radiocarbon dates, and changes in ceramic decorations, indicates that the village evolved as three temporally and spatially different communities composed of a number of separate households. Emerging in the latter two communities were important social institutions (a plaza, an earthen mound, and specialized structures with extended entranceways) that bound this singular Caddo community together for approximately 150-200 years (ca. A.D. 1250-1450). Copyright © 2007 by the Society for American Archaeology.",,,,Article,"Final",,Scopus,2-s2.0-33847720945
"Gougeon R.A.","","Different but the same: Social integration of households in mississippian chiefdoms",2006,"Leadership and Polity in Mississippian Society",,,,"178","194",,11,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-77955172085
"Perino G.","","The Dan Holdeman Site (41RR11), Red River County, Texas",1995,"Journal of Northeast Texas Archaeology","6",,,"3","65",,11,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-8344239421
"Knight Jr. V.J.","","Conclusions: Taking architecture seriously",2007,"Architectural Variability in the Southeast",,,,"186","192",,10,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-69549100919
"Gougeon R.A.","","An architectural grammar of late mississippian houses in Northwest Georgia",2007,"Architectural Variability in the Southeast",,,,"136","152",,10,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-69549152962
"Rogers J.D., Sabo G.","","Caddo",2004,"Handbook of North American Indians","14",,,"616","631",,9,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-77953003360
"Lacquement C.H.","",[No title available],2007,"Architectural Variability in the Southeast",,,,"","",,8,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-69549154992
"Schambach F.F.","",[No title available],1998,"Pre-Caddoan Cultures in the Trans-Mississippi South: A Beginning Sequence",,,,"","",,8,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-69549149854
"McKinnon D.P.","",[No title available],2008,"An Archaeogeophysical Analysis of Central Caddo Settlement Patterning at Battle Mound (3LA1)",,,,"","",,7,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-69549142061
"Walters M., Haskins P.","","Archaeological Investigations at the Redwine Site (41SM193), Smith County, Texas",1998,"Journal of Northeast Texas Archaeology","11",,,"1","38",,7,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-69549145998
"Skinner S.A., Harris R.K., Anderson K.M.","",[No title available],1969,"Archaeological Investigations at the Sam Kaufman Site, Red River County, Texas",,,,"","",,7,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-33748365958
"Livingood P.","","Recent discussions in late prehistoric southern archaeology",2008,"Native South","1",,,"1","26",,6,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-69549155866
"Story D.A.","","Introduction",2000,"The George C. Davis Site, Cherokee County, Texas",,,,"1","31",,6,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-8344246762
"Walters M., Haskins P.","","The Bryan Hardy Site (41SM55), Smith County, Texas",2000,"Journal of Northeast Texas Archaeology","12",,,"1","26",,6,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-33847710009
"Duffield L.F.","","Vertebrate Faunal Remains from the School Land I and School Land II Sites",1969,"Bulletin of the Oklahoma Anthropological Society","18",,,"47","65",,6,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-33847700589
"Perttula T.K.","",[No title available],1999,"The Hurricane Hill Site (41HP106): The Archaeology of a Late Archaic/Early Ceramic and Early-Middle Caddoan Settlement in Northeast Texas","1",,,"","",,4,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-43749083345
"Mark L.P.","","41UR133: A late caddo hamlet at Lake Gilmer",1998,"Cultural Resource Management News and Views","10","1",,"16","19",,4,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-69549153854
"Thurmond J.P.","",[No title available],1990,"Archeology of the Cypress Creek Drainage Basin, North-Eastern Texas and Northwestern Louisiana",,,,"","",,4,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-69549098542
"Thomas Jr. P.M., Campbell L.J., Ahler S.R.","","The Hanna Site: An Alto Focus Village in Red River Parish",1980,"Louisiana Archaeology","5",,,"1","381",,4,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-69549093815
"Flynn P.","","A Study of Red-Filmed Pottery from the Clement Site (Mc-8), McCurtain County, Oklahoma",1976,"Bulletin of the Oklahoma Anthropological Society","25",,,"127","134",,4,,,[No abstract available],,,,,,,Scopus,2-s2.0-8344235538
"Alex D.K.","","The first conference on the caddoan archaeological area",1947,"American Antiquity","12",,,"198","207",,4,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-69549094655
"Rogers J.D.","",[No title available],1982,"Spiro Archaeology: 1980 Research",,,,"","",,3,,,[No abstract available],,,,,,,Scopus,2-s2.0-0345835990
"Wyckoff Don G.","",[No title available],1967,"Archaeological Sequence in the Broken Bow Reservoir Area, McCurtain County, Oklahoma",,,,"","",,3,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-69549132810
"Reeder R.L.","","House excavations",1983,"Missouri Archaeologist","44",,,"13","26",,2,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84883259328
[No author name available],[No author id available],[No title available],1968,"The Beaver Site and the Archaeology of the Broken Bow Reservoir Area. McCurtain County, Oklahoma",,,,"","",,2,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-33748352470
"Wyckoff D.G.","","Woods Mound Group: A Prehistoric Mound Complex in McCurtain County, Oklahoma",1967,"Bulletin of the Oklahoma Anthropological Society","15",,,"1","76",,2,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-69549100920
"Wallace B.J.","","Prehistoric House Patterns of Oklahoma",1962,"Bulletin of the Oklahoma Anthropological Society","10",,,"27","68",,2,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-33750579446
"Mott E.D., Gipson J.","",[No title available],1960,"The Dalton Site: A Late Caddoan Mound Site in the Ferrell's Bridge Reservoir Area, Northeastern Texas",,,,"","",,2,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-69549098544
"Perry H.N., Krieger D.A.","",[No title available],1949,"The George C. Davis Site, Cherokee County, Texas",,,,"","",,2,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-69549152318
[No author name available],[No author id available],[No title available],2009,"Texas Archeological Research Laboratory N. D.",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-69549155865
"Timothy K.P., Sherman L.D.","",[No title available],2009,"Data Recovery Investigations at the Ear Spool Site (41TT653), Titus County, Texas",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-69549154991
[No author name available],[No author id available],"The Teran map as a seventeenth century caddo cosmogram",2009,"The Archaeology of the Caddo",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-69549153853
"Clay T.S.","",[No title available],2009,"Architectural Variability in the Caddo Area of Eastern Texas. Ph. D. dissertation in preparation",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-69549099387
"Jami J.L.","",[No title available],2007,"Prehistoric Caddo of Arkansas: A Multiscalar Exami-Nation of Past Cultural Landscapes",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-69549142862
[No author name available],[No author id available],[No title available],2005,"Archeological Investigations at the Pilgrim's Pride Site (41CP304), a Titus Phase Community in the Big Cypress Creek Basin, Camp County, Texas","2",,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-69549154993
"Robert R., Perttula K.T.","",[No title available],2004,"The Oak Hill Village (41RK214), Rusk County, Texas",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-69549147986
"Jami J.L., Schambach F.F.","",[No title available],2002,"Archaeogeophysics and Archaeology at a Caddo Mound Center in Southwestern Arkansas: The Tom Jones site (3HE40) at Grandview Ranch, Arkansas Archaeological Survey",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-69549141255
"Timothy K.P., Bo N.","",[No title available],2001,"Archeological Investigations at the Camp Joy Mound (41UR144): A Titus Phase Earthen Mound at Lake O' the Pines, Upshur County, Texas",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-69549132811
"Ann M.E.","",[No title available],2000,"Forest Farmsteads: A Millennium of Human Occupation at Winding Stair in the Ouachita Mountains",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-69549155864
"Joe J.F.","","The norman site excavations near Wagoner, Oklahoma",2000,"Caddoan Archeology","11","1-2",,"6","22",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-69549140445
[No author name available],[No author id available],"Settlement contexts for shifting authority in the Arkansas Basin",1989,"Contributions to Spiro Archeology: Mound Excavations and Regional Perspectives",,,,"159","176",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-69549099385
"Ann M.E.","",[No title available],1988,"Standridge: Caddoan Settlement in a Mountain Environment",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-69549144341
"James E.B., Perttula K.T.","",[No title available],1981,"Prehistoric Settlement Patterns at Lake Fork Reservoir",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-69549151422
"Charles F.B.","",[No title available],1973,"Excavations at the Mineral Springs Site, Howard County, Arkansas",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-69549151421
"Burton L.P.","",[No title available],1971,"The Prehistory of Delaware County, Oklahoma: Cultural Continuity and Change on the Western Ozark Periphery",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-69549148795
"Edward B.J., Tunnell D.C.","",[No title available],1959,"The Harroun Site: A Fulton Aspect Component of the Caddoan Area, Upshur County, Texas",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-69549146004
"John R.S.","",[No title available],1942,"Source Material on the History and Ethnology of the Caddo Indians",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-69549141254
"Mark R.H.","",[No title available],1920,"Certain Caddo Sites in Arkansas",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-69549093814
