Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Funding Details,Document Type,Publication Stage,Access Type,Source,EID
"Wedel M.M.","","La Harpe's 1719 Post on Red River and Nearby Caddo Settlements",1978,"Bulletin","30",,,"","",,6,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-49349101184
"Walker C.P., Perttula T.K.","","Remote Sensing at the Horace Cabe Site (41BW14)",2007,"Caddo Archaeology Journal","16",,,"37","44",,5,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-49349101555
"Bruseth J.E., Pierson B.","","Magnetometer Survey at the George C. Davis Site (41CE19)",2004,"Current Archeology in Texas","6","1",,"7","9",,4,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-49349112759
"Jackson A.T.","","Excavation of an Earth Mound, Bowie County, Texas",2004,"Caddoan Archeology Journal","13","3-4",,"57","64",,4,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-31344436611
"Creel D.G.","","Hatchel-Mitchell Site",1996,"The New Handbook of Texas","3",,,"504","505",,4,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-31344450339
[No author name available],[No author id available],"Two Caddoan Farmsteads in the Red River Valley: The Archeology of the McLelland and Joe Clark Sites",1997,"Research Series","51",,,"","",,3,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-43749099713
"Schambach F.F.","","The Grandview Archeological Project: The Arkansas Archeological Survey/Arkansas Archeological Society's 2002 Field Season at the Grandview Prairie Wildlife Management Area, Columbus, Arkansas",2002,"Field Notes","308",,,"3","8",,2,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-49349085790
"Hatcher M.A.","","The Expedition of Don Domingo Teran de los Rios",1932,"Preliminary Studies of the Texas Catholic Historical Society","2",,,"3","62",,2,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-49349109075
[No author name available],[No author id available],[No title available],2008,,,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-49349117795
[No author name available],[No author id available],[No title available],2008,,,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-49349116881
[No author name available],[No author id available],[No title available],2008,,,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-49349116880
[No author name available],[No author id available],[No title available],2008,,,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-49349113716
[No author name available],[No author id available],[No title available],2008,,,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-49349112609
[No author name available],[No author id available],[No title available],2008,,,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-49349110874
[No author name available],[No author id available],[No title available],2008,,,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-49349107553
[No author name available],[No author id available],[No title available],2008,,,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-49349106862
[No author name available],[No author id available],[No title available],2008,,,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-49349104383
[No author name available],[No author id available],[No title available],2008,,,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-49349103965
[No author name available],[No author id available],[No title available],2008,,,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-49349101801
[No author name available],[No author id available],[No title available],2008,,,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-49349093899
[No author name available],[No author id available],[No title available],2008,,,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-49349090442
[No author name available],[No author id available],[No title available],2008,,,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-49349090352
[No author name available],[No author id available],[No title available],2008,,,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-49349085053
"Lockhart J.J.","","Multi-sensor Archaeogeophysics in Disparate Physiographic Regions of Arkansas",2006,"Lecture in University of Oklahoma Anthropology Graduate Student Association Lecture Series",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-49349117250
"Schultz T.C., Walker C.P., Creel D., Hudler D., Wilson S.M.","","Magnetometer Survey and Intrasite Structure of an Early Caddo Site",2004,"69th Annual Meeting of the Society for American Archaeology",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-49349105482
"Schambach F.F., Lockhart J.J.","","The 2001-2002 Investigations by the Arkansas Archeological Survey and the Arkansas Archeological Society at the Tom Jones Site (3HE40), a Late 14th, Early 15th Century Caddo Mound Group in Southwest Arkansas",2003,"Paper presented at the 45th Annual Caddo Conference",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-49349103770
"Creel D.G.","","Burial Seriation and Occupational History at the Hatchel-Mitchel-Moores Complex, Bowie County, Texas",1991,"Paper presented at the 33rd Caddo Conference, Nacogdoches",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-49349099544
"Gilmore K., McCormick O.","",[No title available],1980,"Red River Archaeological Project Phase I",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-49349105993
[No author name available],[No author id available],[No title available],1962,"Handbook of Texas Archeology: Type Descriptions",,"4",,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-49349102169
"Webb C.H.","","The Belcher Mound: A Stratified Caddoan Site in Caddo Parish, Louisiana",1959,"Memoirs of the Society for American Archaeology",,"16",,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-49349117251
