Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Funding Details,Document Type,Publication Stage,Access Type,Source,EID
"Knight Jr. V.J.","","Social Organization and the Evolution of Hierarchy in Southeastern Chiefdoms",1990,"Journal of Anthropological Research","46","1",,"1","23",,65,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84935412493
"Reilly III F.K.","","People of Earth, People of Sky: Visualizing the Sacred in Native American Art of the Mississippian Period",2004,"Hero, Hawk, and Open Hand: American Indian Art of the Ancient Midwest and South",,,,"125","137",,64,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-26444609813
"Perttula T.K.","",[No title available],1992,"The Caddo Nation: Archaeological and Ethnohistoric Perspectives",,,,"","",,61,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-0009923460
"Brown J.A.","","The Spiro Ceremonial Center: The Archaeology of Arkansas Valley Caddoan Culture in Eastern Oklahoma",1996,"The Spiro Ceremonial Center: The Archaeology of Arkansas Valley Caddoan Culture in Eastern Oklahoma",,,,"","",,58,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-0141476636
"Reilly III F.K., Garber J.F.","55284185500;56129105500;","Ancient objects and sacred realms: Interpretations of mississippian iconography",2007,"Ancient Objects and Sacred Realms: Interpretations of Mississippian Iconography",,,,"1","299",,57,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906138751&partnerID=40&md5=6c866c8a1e9b32dd2353439af9bf0915","A major reconstruction of the rituals, cosmology, ideology, and political structures of the prehistoric native peoples of the Mississippi River Valley and Southeastern United States. © 2007 by the University of Texas Press. All rights reserved.",,,,Book,"Final",,Scopus,2-s2.0-84906138751
"Smith T.S.","","The Island of the Anishnaabeg: Thunderers and Water Monsters in the Traditional Ojibwe Life-World",1995,"The Island of the Anishnaabeg: Thunderers and Water Monsters in the Traditional Ojibwe Life-World",,,,"","",,55,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-8744229152
"Knight Jr. V.J., Brown J.A., Lankford G.E.","7006611243;35412583800;55606543500;","On the subject matter of southeastern ceremonial complex art",2001,"Southeastern Archaeology","20","2",,"129","141",,54,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001136448&partnerID=40&md5=36185d9b20e410def097210de96506a2","Interpretations of Southeastern Ceremonial Complex art are conditioned by varied assumptions. In this article we submit our own most fundamental claims governing an approach to this, corpus. As defined for our purposes, we contend that the imagery of Southeastern Ceremonial Complex art is uniformly that of otherworldly or mythic subject matter. Depictions of quotidian realities, such as portraiture or humans impersonating supernaturals, cannot be identified in this material, despite common claims to the contrary. Moreover, references are primarily to the celestial realm of a layered cosmos.",,,,Article,"Final",,Scopus,2-s2.0-0001136448
"Galloway P.","","The Southeastern Ceremonial Complex: Artifacts and Analysis",1989,"The Southeastern Ceremonial Complex: Artifacts and Analysis",,,,"","",,53,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-0013320193
"Townsend R.F., Sharp R.V.","",[No title available],2004,"Hero, Hawk, and Open Hand: American Indian Art of the Ancient Midwest and South",,,,"","",,50,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-44249090143
"Swanton J.R.","","Source Material on the History and Ethnology of the Caddo Indians, Bureau of American Ethnology Bulletin",1942,"Source Material on the History and Ethnology of the Caddo Indians",,,,"","",,50,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-1542604798
"Emerson T.E., Hughes R.E., Hynes M.R., Wisseman S.U.","7005375457;7404299935;7101882707;6507924330;","The sourcing and interpretation of Cahokia-style figurines in the Trans-Mississippi South and Southeast",2003,"American Antiquity","68","2",,"287","313",,44,"10.2307/3557081","https://www.scopus.com/inward/record.uri?eid=2-s2.0-1842545647&doi=10.2307%2f3557081&partnerID=40&md5=fc3e0df2284d42a9b8305ce9dae75c3c","Exchange of preciosities is often considered an integral factor in the emergence of Mississippian chiefdoms, and the rise of Cahokia has been linked to such long-distance trade. We know that Cahokia was the center of production for large flint clay figurines and effigy pipes (Emerson and Hughes 2000). Similar Cahokia-style figures have been found in the Trans-Mississippi South and the Southeast. We investigated the material used to make these figures using a newly developed nondestructive PIMA SP™ spectroscopic technology to identify the stone and to determine their source location. These analyses proved that the figures were made of Missouri flint clay from quarries near St. Louis. We submit that Cahokia was the twelfth-century source for the production of these Cahokia-style figures. Outside of Cahokia the flint clay figures were primarily found in Caddoan mortuaries, reinforcing earlier evidence of a strong Cahokia-Caddoan connection. The available chronological and contextual information indicates the flint clay figures left Cahokia after it began to decline in the late thirteenth-century, through various mechanisms of extra-local exchange rather than as part of any systematic prestige-goods network. The association of these highly symbolic figures with Cahokia allows us to reevaluate the indigenous iconography and propose that many of the themes (e.g., fertility and warfare) that later appear in Eastern Woodlands native cosmology such as the Southeastern Ceremonial Complex were first codified here in the twelfth-century. Copyright © 2003 by the Society for American Archaeology.",,,,Article,"Final",,Scopus,2-s2.0-1842545647
"Lankford G.E.","","World on a string: Some cosmological components of the southeastern ceremonial complex",2004,"Hero, Hawk, and Open Hand: American Indian Art of the Ancient Midwest and South",,,,"207","217",,40,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-24144450151
"Brown J.","57201369244;","On the identity of the birdman within Mississippian period art and iconography",2007,"Ancient Objects and Sacred Realms: Interpretations of Mississippian Iconography",,,,"56","106",,37,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906129137&partnerID=40&md5=d32dc114117390d0e2c1455a1b6b6a72","The falcon is one of the more conspicuous images in Mississippian Period iconography, and in its incarnation as Birdman the theme has assumed prominence as a central theme in the Southeastern Ceremonial Complex (SECC). Images of this bird have given rise to more interpretive interest than perhaps any other (e.g., Brown 1975, Emerson 1997, Strong 1989). However, the scope of that interest has remained limited to traits intrinsic to the living hawk. Missing is serious consideration of ideological associations independent of the bird's biological or ecological attributes. It is these ideological associations that connect importantly with Mississippian Period political economy. We need not look far to find a rich source of culturally constructed meanings. A particularly useful case comes from the Osage of the Prairie Plains, where the sacred Wa-xobe is the ""symbolic hawk."" This hawk or falcon is simultaneously an avatar of warriors in combat and an object for supplication, not merely to ensure success or failure on the field of battle, but more essentially to ensure a lengthy life, a healthy family, and a long line of descendants (La Flesche 1939: 9-13, 85-86). As reinforcement for this symbolic bird's less-than-obvious significance, its origin is placed supernaturally in the sky among a pantheon of the sun, the moon, and four stars (La Flesche 1921: 63, 1930: 603). There is nothing intrinsic about these heavenly connections. Nor are they arbitrary; rather, these associations are an essential part of a carefully articulated cosmology. For humans the hawk is a symbolic source of supernatural gifts of health, longevity, and a long line of descendants. The bird is merely an exemplar of the theme, not the theme itself. What follows is an attempt to transport the ideological essentials of the falcon theme of recent, post-contact time back six hundred to seven hundred years earlier, to a seminal period in the history of Cahokia when the falcon imagery found elaborate figural expression. The burden of the iconographic argument is to stress the logical durability of the falcon theme as a charter for key social statuses in a range of different political economies. Signature characteristics of the theme are its association of life's chances with high-stakes gaming, the triumphant return of life with the pre-dawn appearance of the morning star, and the flight of the arrow as a metaphor for the succession of generations into the future. All or a combination of these constitute essential features of the theme in Southeastern myth. © 2007 by the University of Texas Press. All rights reserved.",,,,Book Chapter,"Final",,Scopus,2-s2.0-84906129137
"Lankford G.E.","55606543500;","Some cosmological motifs in the southeastern ceremonial complex",2007,"Ancient Objects and Sacred Realms: Interpretations of Mississippian Iconography",,,,"8","38",,36,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904237759&partnerID=40&md5=bce031dc12ef64d2b489b248ecf64d92","Similar prehistoric iconographic images on shell, copper, and ceramics have been found across a wide geographic area in the Eastern Woodlands and the Plains. Even if the area is reduced to its presumed major centers for diffusion, such as Spiro, Moundville, and Etowah/Tennessee Valley, it still seems certain that the Southeastern Ceremonial Complex was international in nature, encompassing groups speaking different languages and manifesting somewhat different cultural traditions. The sharing of a visual symbol system such as the SECC suggests the sharing of some sort of belief system which lies behind and is manifest in the iconography. Such a belief system, like the iconography, must be beyond the boundaries of culture and the particulars of environmental adaptation. Ethnographic evidence from various groups across several centuries provides many clues to such similarities in beliefs, and the clearest focus for such commonalities is the structure of the cosmos. The belief that the world is layered appears to be universal across the Woodlands and Plains. That layered cosmos is inhabited by a fairly small number of Powers, most of whom are recognizable as they shift their forms and meanings from one group to another. Both the structural elements of the cosmos and the Powers which inhabit it, furthermore, have qualitative meanings, as is to be expected in a religious belief system. None of these insights is new, of course, but it is important to recall that the basic beliefs of an ancient North American international religion are already known, at least in the forms in which they yet survive. Thus an attempt to match some of them to an international iconographic system is not so great a conceptual leap, and, in fact, has been done before. This chapter is a consideration of the elements comprising a generalized cosmological model from the Woodlands and Plains, into which is incorporated an explication of iconographic elements that appear to be visual expressions of the beliefs. The crucial cosmological information is contained in mythology, in statements of belief, and in descriptions of ritual, all gathered through the last few centuries by ethnographers of varying trustworthiness. It is the argument of this chapter that in light of the knowledge of the cosmological beliefs of Native America, which is greater than is generally thought, these iconographic images are not as obscure as the visual presentation alone makes them seem. While the interpretations cannot be proved - what would constitute ""proof"" in iconographic study? - it is possible to present a strong case for them. This study seeks to identify some of the basic structural motifs of cosmology in the SECC images, as well as some of the nonhuman characters who inhabit that cosmos. Such a project could very quickly get out of hand, given the large number of images and visual motifs that are contained in the SECC, and it thus seems wise to limit the present demonstration to the interpretation of a few basic images. Therefore, two shell gorget designs will be the focus of this investigation, each of them found in a long series in the Tennessee River Valley and Etowah. They are known by type names assigned in this century on the basis of similarity of design. One, which has twenty-three known examples, is called the Cox Mound style (Fig. 2.1 [left]). The other, found in thirty examples, is called the Hixon style (Fig. 2.1 [right]) (Brain and Phillips 1996: 9-15). Interpreting these gorgets should take place on at least two levels. The focus in this chapter is on ideological content - to what empirical or conceptual realities do the elements of the designs refer? The second level, which is beyond the limits of the present chapter, is that of functional meaning - to what social uses are these iconographic images put? Who wears these gorgets, and what do they say about the wearer? The difference between the two realms of interpretation is important, because it is difficult to claim that a symbol has been exegeted properly until both realms have been explored. An analogous situation from Western history is the case of the Christian cross - an explanation of it in terms of the New Testament story of the crucifixion and its ramifications is an interpretation of the first type. There is, however, the meaning of the different forms of the cross (Maltese, St. Andrews, and so on) as signifiers of religious orders or national traditions, as well as the meaning of crosses as parts of personal insignia (rank in an order or priesthood, participation in a Crusade, and so on) - a set of interpretations which go far beyond the conceptual meaning of a religious philosophy. It seems fair to consider that engraved shell designs such as the Cox Mound style and the Hixon style, because they are represented in multiple forms and found in situ in graves as costume elements, should be examined from this twofold perspective of conceptual and functional meaning. Unfortunately, the brevity of this article limits the interpretation to the first realm only. The theses of this chapter can be listed briefly: (1) the two gorget styles are cosmological models, one a view from above, the other a side view; (2) both of the symbols and the field they occupy have meanings related to the believed structure of the cosmos and the cultural practices of the societies which created the images; and (3) those meanings, at least in the limited denotative sense described above, can be understood from beliefs, myths, and practices known from many different societies across the Eastern Woodlands and Plains, and they can be plausibly linked to the iconographic symbols. In order to present the support for these arguments, this chapter analyzes each of the two gorget styles in turn, with excursi into the ethnographic material at several points to bring into the discussion relevant religious understandings. © 2007 by the University of Texas Press. All rights reserved.",,,,Book Chapter,"Final",,Scopus,2-s2.0-84904237759
"Lankford G.E.","55606543500;","The great serpent in Eastern North America",2007,"Ancient Objects and Sacred Realms: Interpretations of Mississippian Iconography",,,,"107","135",,36,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904224395&partnerID=40&md5=7d01bb3ba4b405ab539e50aede3f09ad","One of the more striking images from the iconographic collection known as the Southeastern Ceremonial Complex is the winged serpent (Fig. 5.1). The image takes several forms, but the U-shaped serpent with horns and peculiar wings was apparently particularly important at Moundville. In the only published inventory of Moundville ceramics, the winged serpent is the most numerous design (thirty-three examples), rivaled only by the hand-and-eye design (thirty-one examples) (Steponaitis 1983). This preponderance is confirmed by another scholar from his own studies of Moundville ceramics (V. J. Knight, Jr., personal communication, 1996). Other examples of the same design have been found in the ceramic collections in the Central Mississippi Valley near Memphis (Childs 1991; David Dye, personal communication, 1996). There are other forms of the winged serpent (and its variants) known from Spiro. The Moundville design, however, will serve as the particular focus for this study. The major argument is that the winged serpent is a well-known mythological figure from the religious worldview of the Eastern Woodlands and that the wings, rather than being a part of the essential form of the creature, are an indicator of location in the celestial realm. To lay out this argument, it will be necessary to survey the lore surrounding the horned serpent and look at the relevant ethnoastronomy, which is not well known for the Eastern Woodlands. The astronomical orientation of Pawnee mythology and ritual has long been recognized, but there are indications that other peoples of the Eastern Woodlands and Plains also encoded astronomical lore in their myths (Chamberlain 1982; Williamson and Farrer 1990). That wider distribution, however, may have been more than random occurrences of ethnoastronomical beliefs. This chapter and Chapter 8 argue that a set of astronomical beliefs encoded in myths and iconography constituted a symbolic complex which in earlier centuries was widely known in North America. Further, the cross-cultural nature of this belief complex was probably due to the fact that it was rooted in an even more widely accepted cosmology (see Chapter 2). For people who believe that the cosmos is basically a layer cake of worlds, the relation of the layers to each other becomes an important cosmological concern. Among the various Native American groups in the Eastern Woodlands and the Plains, those layers became identified with particular powers, enabling discussion of the relationships to take on mythic form with various ""persons"" interacting with each other in the various eras of mythic time. That mythic identification also permits the casting of structural principles in terms of the types of relationship in which each person participates. One of the primary mythological principles is the opposition of the forces of day and night. The diurnal opposition becomes expressed as tension between the powers of the celestial vault and the powers of the waters and caverns beneath the earth-disk. Central to this cosmology is the prior existence of the primeval water, which is separated from the Above World only by a deliberate act of creation - the earth, which is made to float upon the water. The primeval water is not a neutral backdrop for human life in this scheme, for it is the domain of many different species, both those which are recognized in modern science and those which are far more powerful - mythological creatures who rule the water world. As is customary in Native American myths, those water powers were prevalent and visible in primordial times, but even in modern times they are occasionally seen by humans - but only if they wish to be seen. ""These manitous often come upon earth and pass among the people; they are not always visible to the eyes of everybody"" (Jones 1911: 214). More frequently, only their works are seen, and their presence is simply supplied by the common worldview. When they do take visible form, they are described in different ways. In a variety of myths there are references to a giant fish, but while there are hints that this form was of considerable importance in former times, it is difficult to make much more of it now than just to acknowledge its existence. A more important image in the central Woodlands and the Plains is the Underwater Panther, and there are graphic illustrations of a panther, probably cognate with that figure, which come from at least as far back as Hopewellian times. The most widely recognized form of the underwater powers, however, is the Horned Water Serpent. It is frequently referred to as a single creature, but more careful reading through the collections indicates that the Underwater Panther/Horned Water Serpent is really understood to be a race of people, representatives of which may be encountered in any large body of water, whether seas, lakes, or rivers. Even so, there is still frequent reference to a ""master"" of the underwater powers. (See Emerson 1989 for an excellent study of this figure in relation to Cahokia.) The Indians say that this earth has four layers. The bottom layer does not look like the one we are on now. It is night there all the time. That is where the manitou is who is the boss that rules the bottom of the earth. He rules all four layers⋯ (Barnouw 1977: 41) It is this ""boss"" of the Beneath World who is the subject of this chapter. Since each of the specific labels - Underwater Panther, Horned Water Serpent - points to a particular visual form, this chapter will use the convention of ""Great Serpent"" whenever the subject is the total concept, regardless of form. This study will first sample the range of descriptive opinion about this figure, in regard both to appearance and function, then attempt to place it in a larger cos-mological context that will help interpret various expressions of this concept, both mythic and iconographic. The basic argument is threefold: (1) the Great Serpent was a universally known figure in the Eastern Woodlands for many centuries, despite its many forms; (2) the Great Serpent was located not only in the water world, but also in the celestial realm; and (3) the Great Serpent appears not only in myth, but also in graphic designs, both prehistoric and historic. © 2007 by the University of Texas Press. All rights reserved.",,,,Book Chapter,"Final",,Scopus,2-s2.0-84904224395
"Lankford G.E.","55606543500;","The ""Path of Souls"": Some death imagery in the southeastern ceremonial complex",2007,"Ancient Objects and Sacred Realms: Interpretations of Mississippian Iconography",,,,"174","212",,35,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904233371&partnerID=40&md5=716a26709173b2579e96ce1d439dcd08","The multiple-mound site at Moundville, Alabama, has produced a large collection of whole ceramic vessels, many of which bear engraved designs which are part of the iconography of the Southeastern Ceremonial Complex. The Moundville appearances of the interregional distribution of SECC images are useful for analysis because they are part of a large local collection which has been well studied and can thus be quantified (Steponaitis 1983). An examination of the Moundville SECC imagery reveals five images that seem to be closely related - hand-and-eye, skull, bone, winged serpent, and raptor (Fig. 8.1). Of the five motifs, the winged serpent and the hand-and-eye appear most frequently. In Steponaitis's catalog they are listed thirty-three and thirty-one times, respectively. The hand-and-eye motif appears to be the connector for the cluster, appearing in connection with all of the other motifs. On twenty vessels it is found alone; on seven it appears with bones; and on two it has a skull with it. The hand-and-eye motif also appears once with a raptor head and once with a winged serpent, but the raptor is alone in its other eleven showings, and the winged serpent stands alone on its other thirty-two bottles. Finally, the skull and bone appear together on three vessels. Neither the skull nor the bone ever appears alone on the ceramics at Moundville, according to Steponaitis's listing (Steponaitis 1983). This cluster of five motifs thus is distinctive in the Moundville iconographic corpus, for it has no other associations. Each of the motifs stands alone or in association with one of the other four. They appear together, but they do not appear randomly in conjunction with the many other images of the SECC. That pattern suggests that the five images are related - hand-and-eye, skull, bones, raptor, and winged serpent belong together in a single iconographic complex. This discrete grouping of five SECC images is the focus of this chapter. Although the evidence is complicated, the argument is simple: the artistic cluster illustrates a complex of beliefs regarding the death of human beings. The mortuary belief complex in question manifests variation in ethnographic details from one tribal group to another, as might be expected, but there is a unifying metaphor which argues for a common core of belief across the Eastern Woodlands and Plains, and probably far beyond that area. That unifying notion is an understanding of the Milky Way as the path on which the souls of the deceased must walk. Demonstrating this interpretation of the iconographic cluster is a complicated problem, for it involves analyzing ethnographic notes and myth texts from a large geographical area, coupled with ethnoastronomical considerations, to produce a synthetic model of the Path of Souls belief complex. That model must then be matched with the iconographic cluster to offer plausible meanings for the images as they were used in the art of Moundville and other SECC sites. What will be offered here is a generalized model of the Path of Souls complex, with examples of the SECC iconographic images from Moundville as they might have fit into the overall mortuary belief pattern. © 2007 by the University of Texas Press. All rights reserved.",,,,Book Chapter,"Final",,Scopus,2-s2.0-84904233371
"Krieger A.D.","",[No title available],1946,"Culture Complexes and Chronology in Northern Texas",,,,"","",,35,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-0039082195
"King A.","37018942800;","Southeastern ceremonial complex: Chronology' content' contest",2007,"Southeastern Ceremonial Complex: Chronology' Content' Contest",,,,"1","305",,34,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84895565634&partnerID=40&md5=f8fe1e8ce4af0c8c336a4d613b05283f","One of the most venerable concepts in Southeastern archaeology is that of the Southern Cult. The idea has its roots in the intensely productive decade (archaeologically) of the 1930s and is fundamentally tied to yet another venerable concept-Mississippian culture. The last comprehensive study of the melding of these two concepts into the term Southeastern Ceremonial Complex (SECC) is more than two decades old, yet our understanding of the objects, themes, and artistic styles associated with the SECC have changed a great deal. New primary data have come to light that bear directly on the complex, requiring a thorough reanalysis of both concepts and dating. Recent publications have ignited many debates about the dating and the nature of the SECC. This work presents new data and new ideas on the temporal and social contexts, artistic styles, and symbolic themes included in the complex. It also demonstrates that engraved shell gorgets, along with other SECC materials, were produced before A.D. 1400. Copyright © 2007 The University of Alabama Press. All rights reserved.",,,,Book,"Final",,Scopus,2-s2.0-84895565634
"Knight Jr. V.J.","7006611243;","Farewell to the southeastern ceremonial complex",2006,"Southeastern Archaeology","25","1",,"1","5",,34,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750599370&partnerID=40&md5=a9547060ebb9cad9c1d5e443b74372cb","The venerable concept of the Southeastern Ceremonial Complex (SECC) needs to be discarded, because it has become an impediment to understanding. The phenomena to which this name most commonly refers are not necessarily Southeastern, not focused primarily on the ceremonial, and most emphatically are not a ""complex"" in any meaningful sense. Art style, iconography, ritual practice, and exchange have divergent trajectories in the Mississippian Southeast. Progress will be made by replacing the SECC with more specific units addressing these domains, at variable scales.",,"art; cultural tradition; iconography",,Article,"Final",,Scopus,2-s2.0-33750599370
"Brown J.A.","","The cahokian expression: Creating court and cult",2004,"Hero, Hawk, and Open Hand: American Indian Art of the Ancient Midwest and South",,,,"105","123",,34,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-24144433274
"Suhm D.A., Jelks E.B.","","Handbook of Texas Archeology: Type Descriptions",1962,"Handbook of Texas Archeology: Type Descriptions",,,,"","",,31,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-1542420681
"Kozuch L.","35177695800;","Olivella beads from Spiro and the Plains",2002,"American Antiquity","67","4",,"697","709",,30,"10.2307/1593799","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0141811421&doi=10.2307%2f1593799&partnerID=40&md5=e23bc592a772015d6fe585259f1bb381","Beads made from Gulf of California dwarf olive shells (Olivella dama) have recently been identified from the Spiro site in eastern Oklahoma. This is the first evidence from Spiro of culture contact to the west. The beads, previously identified as Olivella nivea, are important because O. dama originates in the Gulf of California while O. nivea is from the Gulf of Mexico. An overview of Olivella beads from Plains sites reveals a mixture of shell beads originating from the Gulf of Mexico, the Pacific Ocean, and the Gulf of California. The presence of western Olivella beads at Spiro and other Plains sites supports an intensification of trade between Puebloan and Plains peoples during Late Prehistoric times at about A.D. 1400 or slightly earlier, but there is no evidence for strong cultural ties to the west. Olivella beads occur at sites east of the Mississippi River, and these need to be identified to determine coast of origin. © 2002 by the Society for American Archaeology.",,,,Article,"Final",,Scopus,2-s2.0-0141811421
"Hamilton H.W.","","The Spiro Mound",1952,"Missouri Archaeologist","14",,,"1","276",,29,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-8344265844
"Dorsey G.A.","",[No title available],1905,"Traditions of the Caddo",,,,"","",,29,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-33748343178
"Carter C.E.","",[No title available],1995,"Caddo Indians: Where We Come from",,,,"","",,28,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-33748350072
"Moore C.B.","","Some aboriginal sites on red river",1912,"Journal of the Academy of Natural Sciences of Philadelphia","14","4",,"481","644",,26,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-1542599226
"Gregory H.F.","",[No title available],1973,"Eighteenth Century Caddoan Archaeology: A Study in Models and Interpretation",,,,"","",,19,,,[No abstract available],,,,,,,Scopus,2-s2.0-1542604787
"Webb C.H.","","The Belcher Mound, A Stratified Caddoan Site in Caddo Parish, Louisiana",1959,"The Belcher Mound: A Stratified Caddoan Site in Caddo Parish, Louisiana",,,,"","",,16,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-1542709777
"Harrington M.R.","","Certain Caddo sites in Arkansas",1920,"Certain Caddo Sites in Arkansas",,,,"","",,16,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-31344443035
"Early A.M.","","Caddoan Saltmakers in the Ouachita Valley: The Hardman Site",1993,"Caddoan Saltmakers in the Ouachita Valley: The Hardman Site",,,,"","",,15,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-1542709770
"Newkumet V.B., Meredith H.L.","",[No title available],1988,"Hasinai: A Traditional History of the Caddo Confederacy",,,,"","",,14,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-33748373619
"Perttula T.K.","6508386711;","1938-1939 WPA excavations at the Hatchel site (41BW3) on the Red River in Bowie county, Texas",2005,"Southeastern Archaeology","24","2",,"180","198",,13,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-31344443567&partnerID=40&md5=85a59fffcc3a5125aa0dc9ec61fb7b5c","The 1938-39 excavations in the village areas at the Hatchel site (41BW3) along the Red River in northeastern Texas have not been previously published or the findings made widely available to the archaeological community. This work exposed large blocks in Late Caddoan period, Texarkana phase (ca. A.D. 1400-1700) archaeological deposits in the Nasoni Caddo village. There were hundreds of post holes, structures, midden deposits, and burials in these village areas that appear to be part of individual Caddo farm compounds.",,"archaeological evidence; farming system; Bowie County; North America; Texas; United States",,Article,"Final",,Scopus,2-s2.0-31344443567
"Wyckoff D.G., Baugh T.G.","","Early historic hasinai elites: A model for the material culture of governing elites",1980,"Midcontinental Journal of Archaeology","5","2",,"225","288",,13,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-33748843084
"Bell R.E., Baerreis D.A.","","A Survey of Oklahoma Archaeology",1951,"Bulletin of the Texas Archeological and Paleontological Society","22",,,"7","100",,13,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-33748341833
"Perttula T.K.","6508386711;","Caddo agriculture on the western frontier of the eastern Woodlands",2008,"Plains Anthropologist","53","205",,"79","105",,11,"10.1179/pan.2008.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-43749120948&doi=10.1179%2fpan.2008.006&partnerID=40&md5=866130e1d2e89ab3b92eef5c4bfe403d","Tropical cultigens were adopted and used by the Caddo peoples and their ancestors beginning perhaps 2,000-2,500 years ago on the western frontier of the eastern Woodlands. These cultigens were not adopted as an agricultural package, but came to the Caddo at different times and places, first being squash (ca. 2000-2500 B.P.), then maize (several varieties, ca. 1150 B.P.), and last beans (ca. 650-700 B.P.). Oily and starchy seeds appear to have comprised only a minor aspect of Woodland or Caddo subsistence pursuits in this region. A Caddo diet more dependent on domesticated plants is documented in the archaeological record only after ca. 650 B.P. With intensification, lands were abandoned along the western Caddo reaches while complex Caddo political communities developed in others.",,,,Article,"Final",,Scopus,2-s2.0-43749120948
"Reilly III F.K., Garber J.F.","55284185500;56129105500;","Introduction",2007,"Ancient Objects and Sacred Realms: Interpretations of Mississippian Iconography",,,,"1","7",,11,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906158578&partnerID=40&md5=9fba396086531870d4535b4cb2bb1bf0",[No abstract available],,,,Editorial,"Final",,Scopus,2-s2.0-84906158578
